sample ID;locality;country;Collection date;eventDate;Number and gender;individualCount;Family;Genus;species;scientific name;Z;decimalLatitude;decimalLongitude;Troglomorphy;habitat;joint coordinates;unique species count;air temperature ;deepest air temperature;média temperature;;;;;;;;;;;;;;;;;;;
6547;An?i?a velika Golubinka;Croatia;30.4.2018.;2018-04-30;1juvm, 2juv;3;Agelenidae;Histopona;sp.;Histopona sp.;873;43.258385;17.284191;;;43.25838517.284191;5;;;;;;;;;;;;;;;;;;;;;;
6548;An?i?a velika Golubinka;Croatia;30.4.2018.;2018-04-30;4f;4;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;873;43.258385;17.284191;Tf;deep cave;43.25838517.284191;5;;;;;;;;;;;;;;;;;;;;;;
6549;An?i?a velika Golubinka;Croatia;30.4.2018.;2018-04-30;5f, 1m, 1juvf, 1juv;8;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;873;43.258385;17.284191;Tf;deep cave;43.25838517.284191;5;;;;;;;;;;;;;;;;;;;;;;
6551;An?i?a velika Golubinka;Croatia;30.4.2018.;2018-04-30;1f, 2juv;3;Agelenidae;Histopona;conveniens;Histopona conveniens;873;43.258385;17.284191;Tf;deep cave;43.25838517.284191;5;;;;;;;;;;;;;;;;;;;;;;
6552;An?i?a velika Golubinka;Croatia;30.4.2018.;2018-04-30;1m, 1f, 1juvm, 1juv;4;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;873;43.258385;17.284191;Tf;deep cave;43.25838517.284191;5;;;;;;;;;;;;;;;;;;;;;;
6553;An?i?a velika Golubinka;Croatia;8.10.2018.;2018-10-08;2f;2;Pholcidae;Stygopholcus;absoloni;Stygopholcus absoloni;873;43.258385;17.284191;;deep cave;43.25838517.284191;5;;;;;;;;;;;;;;;;;;;;;;
6556;Antipati?na;Croatia;30.4.2018.;2018-04-30;1juv;1;Agelenidae;Histopona;sp.;Histopona sp.;;43.256111;17.26775;;;43.25611117.26775;2;;;;;;;;;;;;;;;;;;;;;;
6558;Antipati?na;Croatia;30.4.2018.;2018-04-30;1f;1;Agelenidae;Histopona;conveniens;Histopona conveniens;;43.256111;17.26775;Tf;deep cave;43.25611117.26775;2;;;;;;;;;;;;;;;;;;;;;;
6561;Jama malog ulaza;Croatia;23.7.2018.;2018-07-23;1f;1;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;;43.251472;17.270889;Tb;deep cave;43.25147217.270889;2;;;;;;;;;;;;;;;;;;;;;;
6562;Bokši?a golubinka;Croatia;28.4.2018.;2018-04-28;2f;2;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;;43.2596111;17.2671389;Tf;deep cave;43.259611117.2671389;1;;;;;;;;;;;;;;;;;;;;;;
6563;Bokši?a golubinka;Croatia;28.4.2018.;2018-04-28;1f;1;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;;43.2596111;17.2671389;Tf;deep cave;43.259611117.2671389;1;;;;;;;;;;;;;;;;;;;;;;
6567;Jama malog ulaza;Croatia;28.4.2018.;2018-04-28;2juv;2;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;;43.251472;17.270889;Tb;deep cave;43.25147217.270889;2;;;;;;;;;;;;;;;;;;;;;;
6568;Signalka;Croatia;29.8.2018.;2018-08-29;3f;3;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;1030;43.269115;17.238031;Tf;deep cave;43.26911517.238031;6;;;;;;;;;;;;;;;;;;;;;;
6569;Signalka;Croatia;29.8.2018.;2018-08-29;1f, 1juv, 1juvm;3;Agelenidae;Histopona;conveniens;Histopona conveniens;1030;43.269115;17.238031;Tf;deep cave;43.26911517.238031;6;;;;;;;;;;;;;;;;;;;;;;
6571;Signalka;Croatia;29.8.2018.;2018-08-29;1m;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;1030;43.269115;17.238031;;;43.26911517.238031;6;;;;;;;;;;;;;;;;;;;;;;
6572;Signalka;Croatia;29.8.2018.;2018-08-29;1m;1;Tetragnathidae;Metellina;merianae;Metellina merianae;1030;43.269115;17.238031;Tf;deep cave;43.26911517.238031;6;;;;;;;;;;;;;;;;;;;;;;
6573;Signalka;Croatia;29.8.2018.;2018-08-29;1m, 1f;2;Pholcidae;Stygopholcus;absoloni;Stygopholcus absoloni;1030;43.269115;17.238031;;deep cave;43.26911517.238031;6;;;;;;;;;;;;;;;;;;;;;;
6574;Signalka;Croatia;29.8.2018.;2018-08-29;1m;1;Agelenidae;Histopona;conveniens;Histopona conveniens;1030;43.269115;17.238031;Tf;deep cave;43.26911517.238031;6;;;;;;;;;;;;;;;;;;;;;;
6575;Škrapica;Croatia;30.4.2018.;2018-04-30;1juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;720;43.255806;17.267889;;;43.25580617.267889;5;;;;;;;;;;;;;;;;;;;;;;
6576;Škrapica;Croatia;30.4.2018.;2018-04-30;1f, 1juv;2;Linyphiidae;Centromerus;silvicola;Centromerus silvicola;720;43.255806;17.267889;tx;deep cave;43.25580617.267889;5;;;;;;;;;;;;;;;;;;;;;;
6577;Škrapica;Croatia;30.4.2018.;2018-04-30;1m, 1juv;2;Leptonetidae;Sulcia;sp.;Sulcia sp.;720;43.255806;17.267889;;;43.25580617.267889;5;;;;;;;;;;;;;;;;;;;;;;
6578;Škrapica;Croatia;30.4.2018.;2018-04-30;1m, 2juv;3;Pholcidae;Stygopholcus;absoloni;Stygopholcus absoloni;720;43.255806;17.267889;;deep cave;43.25580617.267889;5;;;;;;;;;;;;;;;;;;;;;;
6579;Škrapica;Croatia;30.4.2018.;2018-04-30;1m, 1f;2;Agelenidae;Histopona;conveniens;Histopona conveniens;720;43.255806;17.267889;Tf;deep cave;43.25580617.267889;5;;;;;;;;;;;;;;;;;;;;;;
6581;Škrapica;Croatia;30.4.2018.;2018-04-30;3juv;3;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;720;43.255806;17.267889;Tb;deep cave;43.25580617.267889;5;;;;;;;;;;;;;;;;;;;;;;
6583;Škrapica;Croatia;30.4.2018.;2018-04-30;2m, 1f;3;Leptonetidae;Sulcia;sp.;Sulcia sp.;720;43.255806;17.267889;;;43.25580617.267889;5;;;;;;;;;;;;;;;;;;;;;;
6585;Jama pod Gažnovcem;Croatia;31.3.2018.;2018-03-31;1f;1;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;510;43.229672;17.314159;Tb;deep cave;43.22967217.314159;8;;;;;;;;;;;;;;;;;;;;;;
6586;Jama pod Gažnovcem;Croatia;31.3.2018.;2018-03-31;1f;1;Agelenidae;Histopona;conveniens;Histopona conveniens;510;43.229672;17.314159;Tf;deep cave;43.22967217.314159;8;;;;;;;;;;;;;;;;;;;;;;
6587;Jama pod Gažnovcem;Croatia;31.3.2018.;2018-03-31;3f, 1juv;4;Pholcidae;Stygopholcus;absoloni;Stygopholcus absoloni;510;43.229672;17.314159;;deep cave;43.22967217.314159;8;;;;;;;;;;;;;;;;;;;;;;
6588;Velika jama poviše Tornja;Croatia;6.11.2019.;2019-11-06;2f, 8juv;1;Dysderidae;Stalagtia;sp. 4_1;Stalagtia sp. 4_1;290;42.971097;17.658659;Tb;deep cave;42.97109717.658659;4;;;;;;;;;;;;;;;;;;;;;;
6591;Velika jama poviše Tornja;Croatia;6.11.2019.;2019-11-06;1m;1;Theridiidae;Gen.;sp.;Gen. sp.;;42.971097;17.658659;;;42.97109717.658659;4;;;;;;;;;;;;;;;;;;;;;;
6592;Velika jama poviše Tornja;Croatia;6.11.2019.;2019-11-06;1f;1;Dysderidae;Stalagtia;sp. 4_1;Stalagtia sp. 4_1;;42.971097;17.658659;Tb;deep cave;42.97109717.658659;4;;;;;;;;;;;;;;;;;;;;;;
6593;Velika jama poviše Tornja;Croatia;6.11.2019.;2019-11-06;2juv;2;Dysderidae;Stalagtia;sp. 4_1;Stalagtia sp. 4_1;;42.971097;17.658659;Tb;deep cave;42.97109717.658659;4;;;;;;;;;;;;;;;;;;;;;;
6594;Dragina lipa jama;Croatia;4.11.2019.;2019-11-04;6juv;6;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;266;43.110998;17.534782;Tb;deep cave;43.11099817.534782;2;;;;;;;;;;;;;;;;;;;;;;
6595;Dragina lipa jama;Croatia;4.11.2019.;2019-11-04;3juv;3;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43.110998;17.534782;;deep cave;43.11099817.534782;2;;;;;;;;;;;;;;;;;;;;;;
6596;Dragina lipa jama;Croatia;4.11.2019.;2019-11-04;2juv;2;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;266;43.110998;17.534782;Tb;deep cave;43.11099817.534782;2;;;;;;;;;;;;;;;;;;;;;;
6597;Jama u Šipku;Croatia;1.11.2019.;2019-11-01;4juv;4;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;86;43.065408;17.428602;Tb;deep cave;43.06540817.428602;1;;;;;;;;;;;;;;;;;;;;;;
6599;Jama u selu Kremena;Croatia;3.11.2019.;2019-11-03;1m;1;Dysderidae;Dasumia;amoena;Dasumia amoena;25;42.97199;17.50171;tx;deep cave;42.9719917.50171;3;;;;;;;;;;;;;;;;;;;;;;
6600;Jama u selu Kremena;Croatia;3.11.2019.;2019-11-03;1f, 1juv;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;25;42.97199;17.50171;tf;deep cave;42.9719917.50171;3;;;;;;;;;;;;;;;;;;;;;;
6601;Jama u selu Kremena;Croatia;3.11.2019.;2019-11-03;1juv;1;Dysderidae;Stalagtia;sp. 4_1;Stalagtia sp. 4_1;25;42.97199;17.50171;Tb;deep cave;42.9719917.50171;3;;;;;;;;;;;;;;;;;;;;;;
6602;Špilja Mlja?i?i;Croatia;1.11.2019.;2019-11-01;1f;1;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;200;43.11101;17.353413;Tf;deep cave;43.1110117.353413;3;;;;;;;;;;;;;;;;;;;;;;
6603;Špilja Mlja?i?i;Croatia;1.11.2019.;2019-11-01;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;200;43.11101;17.353413;Tb;deep cave;43.1110117.353413;3;;;;;;;;;;;;;;;;;;;;;;
6604;Višti?ina jama;Croatia;7.11.2019.;2019-11-07;1m, 3juv;4;Dysderidae;Stalagtia;sp. 4_1;Stalagtia sp. 4_1;200;42.985281;17.557541;Tb;deep cave;42.98528117.557541;3;;;;;;;;;;;;;;;;;;;;;;
6605;Višti?ina jama;Croatia;7.11.2019.;2019-11-07;1f, 1juvm, 1juv;3;Leptonetidae;Sulcia;sp.;Sulcia sp.;;42.985281;17.557541;;;42.98528117.557541;3;;;;;;;;;;;;;;;;;;;;;;
6606;Višti?ina jama;Croatia;7.11.2019.;2019-11-07;1m, 2f, 1juvm, 2juv;6;Leptonetidae;Sulcia;sp.;Sulcia sp.;;42.985281;17.557541;;;42.98528117.557541;3;;;;;;;;;;;;;;;;;;;;;;
6607;Višti?ina jama;Croatia;7.11.2019.;2019-11-07;1f, 1juv;2;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;;42.985281;17.557541;Tf;deep cave;42.98528117.557541;3;;;;;;;;;;;;;;;;;;;;;;
6608;Višti?ina jama;Croatia;7.11.2019.;2019-11-07;2juv;2;Dysderidae;Stalagtia;sp. 4_1;Stalagtia sp. 4_1;200;42.985281;17.557541;Tb;deep cave;42.98528117.557541;3;;;;;;;;;;;;;;;;;;;;;;
6609;Jama na Martin?i?evih hribi;Croatia;7.12.2019.;2019-12-07;1f, 1juv;2;Linyphiidae;Troglohyphantes;liburnicus;Troglohyphantes liburnicus;309;45.342148;14.288868;tb;deep cave;45.34214814.288868;1;;;;;;;;;;;;;;;;;;;;;;
6610;Sustav Zra?ak nade 2-Kaverna u tunelu U?ka;Croatia;12.10.2019.;2019-10-12;1f;1;Dysderidae;Mesostalita;nocturna;Mesostalita nocturna;870;45.310238;14.219639;TB;deep cave;45.31023814.219639;2;;;;;;;;;;;;;;;;;;;;;;
6611;Kapalica;Croatia;28.9.2019.;2019-09-28;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;663;45.45125;14.413341;tb;deep cave;45.4512514.413341;1;;;;;;;;;;;;;;;;;;;;;;
6614;Jama rudopoljskog zvon?ara;Croatia;26.6.2019.;2019-06-26;1f;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44.935507;15.424915;tf;deep cave;44.93550715.424915;1;;;;;;;;;;;;;;;;;;;;;;
6627;Roger spreman;Croatia;9.8.2019.;2019-08-09;1f;1;Linyphiidae;Diplocephalus;cristatus;Diplocephalus cristatus;;44.627275;15.09148;;;44.62727515.09148;1;;;;;;;;;;;;;;;;;;;;;;
6634;Jametina u šumi Badnja;Croatia;21.9.2018.;2018-09-21;1m;1;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.380525;15.465656;tb;deep cave;44.38052515.465656;2;;;;;;;;;;;;;;;;;;;;;;
6637;Jametina u šumi Badnja;Croatia;21.9.2018.;2018-09-21;1f;1;Agelenidae;Inermocoelotes;sp.;Inermocoelotes sp.;;44.380525;15.465656;;;44.38052515.465656;2;;;;;;;;;;;;;;;;;;;;;;
6639;Jama pod Po?iteljskm vrhom;Croatia;11.9.2018.;2018-09-11;2juv;2;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;1471;44.413822;15.417741;tb;deep cave;44.41382215.417741;1;;;;;;;;;;;;;;;;;;;;;;
6643;Jama pod Po?iteljskm vrhom;Croatia;11.9.2018.;2018-09-11;1f;1;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;1471;44.413822;15.417741;tb;deep cave;44.41382215.417741;1;;;;;;;;;;;;;;;;;;;;;;
6645;Jama pod isto?nom stijenom Buljme;Croatia;19.9.2018.;2018-09-19;1f;1;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.368375;15.467868;tb;deep cave;44.36837515.467868;3;;;;;;;;;;;;;;;;;;;;;;
6646;Jama pod isto?nom stijenom Buljme;Croatia;19.9.2018.;2018-09-19;1m, 1f;2;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.368375;15.467868;tb;deep cave;44.36837515.467868;3;;;;;;;;;;;;;;;;;;;;;;
6647;Manita pe?;Croatia;7.7.2018.;2018-07-07;1f;1;Dysderidae;Parastalita;stygia;Parastalita stygia;520;44.314302;15.475264;tb;deep cave;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
6649;Manita pe?;Croatia;7.7.2018.;2018-07-07;1m, 1juv;2;Agelenidae;Histopona;egonpretneri;Histopona egonpretneri;520;44.314302;15.475264;Tb;deep cave;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
6650;Manita pe?;Croatia;7.7.2018.;2018-07-07;2m, 1f/juv;3;Leptonetidae;Cataleptoneta;lingulata;Cataleptoneta lingulata;520;44.314302;15.475264;tb;deep cave;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
6651;Manita pe?;Croatia;7.7.2018.;2018-07-07;1m;1;Leptonetidae;Cataleptoneta;lingulata;Cataleptoneta lingulata;520;44.314302;15.475264;tb;deep cave;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
6652;Manita pe?;Croatia;7.7.2018.;2018-07-07;1f;1;Agelenidae;Histopona;egonpretneri;Histopona egonpretneri;520;44.314302;15.475264;Tb;deep cave;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
6653;Manita pe?;Croatia;7.7.2018.;2018-07-07;1f/juv;1;Leptonetidae;Cataleptoneta;lingulata;Cataleptoneta lingulata;520;44.314302;15.475264;tb;deep cave;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
6655;Manita pe?;Croatia;7.7.2018.;2018-07-07;1f;1;Agelenidae;Tegenaria;sp. X;Tegenaria sp. X;520;44.314302;15.475264;;;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
6656;Partizanska jama;Croatia;1.11.2017.;2017-11-01;1juvm;1;Linyphiidae;Troglohyphantes;liburnicus;Troglohyphantes liburnicus;;45.434543;14.422857;tb;deep cave;45.43454314.422857;1;;;;;;;;;;;;;;;;;;;;;;
6658;Kaverna u tunelu U?ka;Croatia;8.12.2018.;2018-12-08;1m;1;Dysderidae;Mesostalita;nocturna;Mesostalita nocturna;;45.312032;14.203881;TB;deep cave;45.31203214.203881;1;;;;;;;;;;;;;;;;;;;;;;
6664;?ulin ponor-Medvedica;Croatia;14.10.2017.;2017-10-14;1f, 2m, 2juv;5;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;45.267036;15.223745;;deep cave;45.26703615.223745;3;;;;;;;;;;;;;;;;;;;;;;
6665;?ulin ponor-Medvedica;Croatia;14.10.2017.;2017-10-14;3f, 2m, 1juv;6;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;45.267036;15.223745;;deep cave;45.26703615.223745;3;;;;;;;;;;;;;;;;;;;;;;
6668;Špilja Lidarka;Croatia;23.6.2018.;2018-06-23;1f;1;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;1145;45.551435;14.50403;tb;deep cave;45.55143514.50403;1;;;;;;;;;;;;;;;;;;;;;;
6670;Graberje 1;Croatia;18.11.2018.;2018-11-18;1m, 1f, 3juv;5;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;747;45.387818;14.564202;tb;deep cave;45.38781814.564202;1;;;;;;;;;;;;;;;;;;;;;;
6671;Jama autobus;Croatia;30.12.2018.;2018-12-30;1f;1;Tetragnathidae;Metellina;merianae;Metellina merianae;;44.935508;15.424877;Tf;deep cave;44.93550815.424877;2;;;;;;;;;;;;;;;;;;;;;;
6673;Jama autobus;Croatia;30.12.2018.;2018-12-30;2f;2;Agelenidae;Tegenaria;sp. X;Tegenaria sp. X;;44.935508;15.424877;;;44.93550815.424877;2;;;;;;;;;;;;;;;;;;;;;;
6674;Špilja kod Slatinika;Croatia;24.11.2019.;2019-11-24;1f;1;Agelenidae;Tegenaria;sp. X;Tegenaria sp. X;;45.255866;17.979485;;;45.25586617.979485;1;;;;;;;;;;;;;;;;;;;;;;
6675;Špilja na Budimu;Croatia;12.10.2019.;2019-10-12;1juvm;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;44.797465;14.941761;;;44.79746514.941761;4;;;;;;;;;;;;;;;;;;;;;;
6676;Zobinovica;Croatia;17.8.2019.;2019-08-17;1juvm;1;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.457128;15.319804;tb;deep cave;44.45712815.319804;1;;;;;;;;;;;;;;;;;;;;;;
6677;Vodeni tobogan;Croatia;17.8.2019.;2019-08-17;1f;1;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.45424;15.32186;tb;deep cave;44.4542415.32186;3;;;;;;;;;;;;;;;;;;;;;;
6678;Špilja u Rebi?ima;Croatia;7.9.2019.;2019-09-07;1f, 1juv;2;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;;45.32087;15.341565;tb;deep cave;45.3208715.341565;1;;;;;;;;;;;;;;;;;;;;;;
6679;Vodeni tobogan;Croatia;17.8.2019.;2019-08-17;1juvm;1;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.45424;15.32186;tb;deep cave;44.4542415.32186;3;;;;;;;;;;;;;;;;;;;;;;
6680;Špilja u Škori?ima;Croatia;10.12.2018.;2018-12-10;2f;2;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;467;44.902734;15.111349;tb;deep cave;44.90273415.111349;1;;;;;;;;;;;;;;;;;;;;;;
6681;Brajdi?eva jama;Croatia;2.11.2019.;2019-11-02;1f, 1m, 2juv;4;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44.978719;15.571742;tf;deep cave;44.97871915.571742;1;;;;;;;;;;;;;;;;;;;;;;
6682;Zra?ak nade 2;Croatia;9.10.2016.;2016-10-09;1f;1;Linyphiidae;Micrargus;apertus;Micrargus apertus;870;45.310238;14.219639;;;45.31023814.219639;2;;;;;;;;;;;;;;;;;;;;;;
6683;Manita pe?;Croatia;7.7.2018.;2018-07-07;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;520;44.314302;15.475264;tb;deep cave;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
6684;Manita pe?;Croatia;30.3.2019.;2019-03-30;1juv;1;Dysderidae;Stalita;pretneri;Stalita pretneri;520;44.314302;15.475264;tb;deep cave;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
6685;Vaganka;Croatia;8.7.2018.;2018-07-08;1f;1;Dysderidae;Parastalita;stygia;Parastalita stygia;658;44.33853;15.43867;tb;deep cave;44.3385315.43867;5;;;12,05;;;;;;;;;;;;;;;;;;;
6686;Devnja?a;Croatia;31.3.2019.;2019-03-31;2f;2;Leptonetidae;Cataleptoneta;lingulata;Cataleptoneta lingulata;;44.304737;15.471597;tb;deep cave;44.30473715.471597;2;;;;;;;;;;;;;;;;;;;;;;
6687;Vodeni tobogan;Croatia;25.6.2019.;2019-06-25;1f, 1juvm, 1juv;3;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.45424;15.32186;tb;deep cave;44.4542415.32186;3;;;;;;;;;;;;;;;;;;;;;;
6688;Vodeni tobogan;Croatia;21.6.2019.;2019-06-21;1juvf;1;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.45424;15.32186;tb;deep cave;44.4542415.32186;3;;;;;;;;;;;;;;;;;;;;;;
6689;Vodeni tobogan;Croatia;21.6.2019.;2019-06-21;1juvm, 2juvf;3;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.45424;15.32186;tb;deep cave;44.4542415.32186;3;;;;;;;;;;;;;;;;;;;;;;
6690;Jama na Vrš?i?u;Croatia;31.1.2020.;2020-01-31;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;44.949594;15.544407;tb;deep cave;44.94959415.544407;3;;;;;;;;;;;;;;;;;;;;;;
6698;Bunker;Croatia;2.5.2019.;2019-05-02;1m, 1juv;2;Pholcidae;Pholcus;phalangioides;Pholcus phalangioides;;43.688161;15.841051;;deep cave;43.68816115.841051;1;;;;;;;;;;;;;;;;;;;;;;
6699;Jama u uvali Magarna;Croatia;3.5.2019.;2019-05-03;1f;1;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;;43.67335;15.866598;Tf;deep cave;43.6733515.866598;2;;;;;;;;;;;;;;;;;;;;;;
6700;Jama u uvali Magarna;Croatia;3.5.2019.;2019-05-03;5juv;5;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;43.67335;15.866598;;;43.6733515.866598;2;;;;;;;;;;;;;;;;;;;;;;
6701;Jama u uvali Magarna;Croatia;3.5.2019.;2019-05-03;1juv;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;43.67335;15.866598;;;43.6733515.866598;2;;;;;;;;;;;;;;;;;;;;;;
6703;Njivice;Croatia;2.5.2019.;2019-05-02;1f, 4juv;5;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43.685213;15.86104;tf;deep cave;43.68521315.86104;2;;;;;;;;;;;;;;;;;;;;;;
6704;Njivice;Croatia;2.5.2019.;2019-05-02;2f;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43.685213;15.86104;tf;deep cave;43.68521315.86104;2;;;;;;;;;;;;;;;;;;;;;;
6710;Njivice;Croatia;26.9.2019.;2019-09-26;1m;1;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;;43.685213;15.86104;Tf;deep cave;43.68521315.86104;2;;;;;;;;;;;;;;;;;;;;;;
6711;Njivice;Croatia;26.9.2019.;2019-09-26;1m, 2juv;3;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;;43.685213;15.86104;Tf;deep cave;43.68521315.86104;2;;;;;;;;;;;;;;;;;;;;;;
6713;Šprajcerka;Croatia;4.1.2019.;2019-01-04;1f, 1juvf;2;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;;45.407129;15.357076;tb;deep cave;45.40712915.357076;1;;;;;;;;;;;;;;;;;;;;;;
6714;Ponor Sušik;Croatia;18.8.2019.;2019-08-18;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;470;45.145514;15.538934;tb;deep cave;45.14551415.538934;4;9,6;;;;;;;;;;;;;;;;;;;;;
6717;Ponor Štirova?a;Croatia;30.7.2016.;2016-07-30;1f;1;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;1060;44.693088;15.051176;;deep cave;44.69308815.051176;2;;;;;;;;;;;;;;;;;;;;;;
6718;Špilja pod Kova?evcem;Croatia;13.10.2018.;2018-10-13;1m;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;210;45.213329;15.580372;Tf;deep cave;45.21332915.580372;2;;;;;;;;;;;;;;;;;;;;;;
6719;Špilja pod Kova?evcem;Croatia;13.10.2018.;2018-10-13;1f, 1juv;2;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;210;45.213329;15.580372;;deep cave;45.21332915.580372;2;;;;;;;;;;;;;;;;;;;;;;
6720;Donja Bara?eva;Croatia;10.1.2019.;2019-01-10;1f, 1juvm;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;310;44.984157;15.723225;tf;deep cave;44.98415715.723225;8;;;;;;;;;;;;;;;;;;;;;;
6721;Josipova jama u Boštu;Croatia;15.2.2019.;2019-02-15;1f;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;45.406479;15.494515;tf;deep cave;45.40647915.494515;1;;;;;;;;;;;;;;;;;;;;;;
6723;Špilja na Budimu;Croatia;12.10.2019.;2019-10-12;1m;1;Tetragnathidae;Metellina;merianae;Metellina merianae;;44.797465;14.941761;Tf;deep cave;44.79746514.941761;4;;;;;;;;;;;;;;;;;;;;;;
6726;Pustinja;Croatia;15.9.2019.;2019-09-15;1f, 1juv;2;Tetragnathidae;Meta;menardi;Meta menardi;;45.372172;14.808873;Tf;deep cave;45.37217214.808873;3;;;;;;;;;;;;;;;;;;;;;;
6727;Pustinja;Croatia;15.9.2019.;2019-09-15;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;45.372172;14.808873;tf;deep cave;45.37217214.808873;3;;;;;;;;;;;;;;;;;;;;;;
6728;Veternica;Croatia;5.10.2019.;2019-10-05;1m;1;Tetragnathidae;Meta;menardi;Meta menardi;330;45.841058;15.873642;Tf;deep cave;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
6729;Veternica;Croatia;5.10.2019.;2019-10-05;1f, 1m;2;Tetragnathidae;Metellina;merianae;Metellina merianae;;45.841058;15.873642;Tf;cave entrance;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
6730;Veternica;Croatia;5.10.2019.;2019-10-05;1f;1;Tetragnathidae;Meta;menardi;Meta menardi;;45.841058;15.873642;Tf;cave entrance;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
6731;Veternica;Croatia;5.10.2019.;2019-10-05;1m;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;45.841058;15.873642;tf;cave entrance;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
