sample ID,locality,country,Collection date,eventDate,Number and gender,individualCount,Family,Genus,species,scientific name,Z,decimalLatitude,decimalLongitude,Troglomorphy,habitat,joint coordinates
202,Močiljska špilja,Croatia,1.11.2008.,2008-11-01,1 juv,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,410,42.689061,18.071906,Tb,deep cave,#N/A
203,Jama na vrh Vrguda,Croatia,2.11.2008.,2008-11-02,1m,1,Linyphiidae,Micrargus,herbigradus,Micrargus herbigradus,523,42.726207,18.039158,Tf,deep cave,#N/A
204,Špijaturica,Croatia,5.11.2008.,2008-11-05,2 f,2,Linyphiidae,Asthenargus,bracianus,Asthenargus bracianus,,42.835204,17.806752,tf,deep cave,#N/A
205,Debela ljut,Croatia,31.10.2008.,2008-10-31,"1f, 1m",2,Linyphiidae,Asthenargus,bracianus,Asthenargus bracianus,,42.717699,18.022036,tf,deep cave,#N/A
207,Debela ljut,Croatia,31.10.2008.,2008-10-31,1 f,1,Linyphiidae,Asthenargus,bracianus,Asthenargus bracianus,,42.717699,18.022036,tf,deep cave,#N/A
208,Jama u Zabirađu,Croatia,30.3.2008.,2008-03-30,1f,1,Linyphiidae,Centromerus,raridentatus sp.n.,Centromerus raridentatus sp.n.,,42.732667,18.049328,,,#N/A
209,Jama uz stazu na Sv. Nikoli,Croatia,28.3.2008.,2008-03-28,1 f,1,Linyphiidae,Gen. 2,sp. 1,Gen. 2 sp. 1,,42.700426,18.028022,,,#N/A
210,Jama na vrh Vrguda,Croatia,2.11.2008.,2008-11-02,1 m,1,Linyphiidae,Asthenargus,bracianus,Asthenargus bracianus,523,42.726207,18.039158,tf,deep cave,#N/A
211,Jama na vrh Vrguda,Croatia,2.11.2008.,2008-11-02,1 ?,,Linyphiidae,Gen. 1,sp. 1,Gen. 1 sp. 1,523,42.726207,18.039158,,,#N/A
213,Špijaturica,Croatia,5.11.2008.,2008-11-05,"2f, 2m",4,Linyphiidae,Asthenargus,bracianus,Asthenargus bracianus,,42.835204,17.806752,tf,deep cave,#N/A
214,Činjadra,Croatia,5.1.2009.,2009-01-05,"1 f, 1 juv",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,294,43.339771,16.599423,tf,deep cave,#N/A
215,Činjadra,Croatia,22.10.2007.,2007-10-22,"1 f, 5 juv",6,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,294,43.339771,16.599423,tf,deep cave,#N/A
219,Špilja pod Zimzelom,Croatia,25.6.2008.,2008-06-25,1 m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,765,45.281948,15.115239,Tb,deep cave,#N/A
220,Špilja pod Zimzelom,Croatia,25.6.2008.,2008-06-25,"1 m, 1f",2,Dysderidae,Parastalita,stygia,Parastalita stygia,765,45.281948,15.115239,Tb,deep cave,#N/A
221,Špilja pod Zimzelom,Croatia,14.12.2008.,2008-12-14,1 m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,765,45.281948,15.115239,Tb,deep cave,#N/A
222,Špilja pod Zimzelom,Croatia,14.12.2008.,2008-12-14,2 f,2,Dysderidae,Parastalita,stygia,Parastalita stygia,765,45.281948,15.115239,Tb,deep cave,#N/A
223,Krumpirište,Croatia,13.10.2007.,2007-10-13,1 m,1,Linyphiidae,Troglohyphantes,sp. 12,Troglohyphantes sp. 12,860,45.90677,15.95285,tf,shallow subterranean habitat,#N/A
224,Kranjica pećina,Croatia,13.10.2007.,2007-10-13,"1m, 1f",2,Agelenidae,Tegenaria,bosnica,Tegenaria bosnica,820,43.959462,16.475197,,deep cave,#N/A
225,Suhodolka,Croatia,26.10.2008.,2008-10-26,1f,1,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,658,45.504451,17.698877,,deep cave,#N/A
226,Suhodolka,Croatia,24.10.2008.,2008-10-24,1f,1,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,658,45.504451,17.698877,,deep cave,#N/A
227,Kovačica jama,Croatia,25.10.2008.,2008-10-25,"1f, 1m, 1juv",3,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,,45.519178,17.65444,,deep cave,#N/A
228,Lijepa jama,Croatia,27.10.2008.,2008-10-27,"2m, 1 juv",3,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,725,45.501686,17.708297,,deep cave,#N/A
230,Jama iznad Jezerca,Croatia,27.10.2008.,2008-10-27,2 m,2,Linyphiidae,Porrhomma,microps,Porrhomma microps,607,45.504726,17.684095,Tf,deep cave,#N/A
231,Jama na Bilu,Croatia,25.10.2008.,2008-10-25,"1m, 2f, 1juv",4,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,630,45.512599,17.693701,,deep cave,#N/A
233,Suhodolka,Croatia,24.10.2008.,2008-10-24,"6m, 7f, 5juv",18,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,658,45.504451,17.698877,,deep cave,#N/A
235,Oko jame Kovačice,Croatia,25.10.2008.,2008-10-25,1m,1,Cybaeidae,Mastigusa,macrophthalma,Mastigusa macrophthalma,,45.519178,17.65444,Tx,Shallow subterranean habitat,#N/A
236,Oko jame Kovačice,Croatia,25.10.2008.,2008-10-25,1f,1,Amaurobidae,Amaurobius,jugorum,Amaurobius jugorum,,45.519178,17.65444,Tx,epigean habitat,#N/A
237,Oko jame Kovačice,Croatia,25.10.2008.,2008-10-25,1f,1,Hahniidae,Cicurina,cicur,Cicurina cicur,,45.519178,17.65444,tf,epigean habitat,#N/A
239,Osinec jama,Croatia,14.10.2008.,2008-10-14,1f,1,Agelenidae,Tegenaria,ferruginea,Tegenaria ferruginea,524,46.163969,16.111277,Tf,deep cave,#N/A
240,"Velika špilja, Pokojec",Croatia,19.10.2008.,2008-10-19,1 f,1,Corinnidae,Gen.,sp.,Gen. sp.,,46.170142,16.237915,,,#N/A
241,Matekova špilja 2,Croatia,16.10.2008.,2008-10-16,1 f,1,Cybaeidae,Cybaeus,sp. 1,Cybaeus sp. 1,,46.188341,16.123401,,,#N/A
242,Špilja u Bukevju,Croatia,18.10.2008.,2008-10-18,2f,2,Amaurobidae,Amaurobius,fenestralis,Amaurobius fenestralis,,46.206924,16.143971,Tx,deep cave,#N/A
243,Osinec jama,Croatia,29.5.2008.,2008-05-29,3 juv,3,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,524,46.163969,16.111277,,deep cave,#N/A
244,Špilja na Pisanoj pečini,Croatia,19.10.2008.,2008-10-19,3 juv,3,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,461,46.177112,16.220637,,deep cave,#N/A
245,Špilja na Pisanoj pečini,Croatia,14.5.2008.,2008-05-14,1 juv,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,461,46.177112,16.220637,,deep cave,#N/A
247,Zdenec pri Ciglaru,Croatia,14.5.2008.,2008-05-14,2 juv,2,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,251,46.283906,16.06104,tf,deep cave,#N/A
248,Osinec jama,Croatia,14.5.2008.,2008-05-14,1 juv,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,524,46.163969,16.111277,,deep cave,#N/A
251,Matekova špilja 1,Croatia,14.5.2008.,2008-05-14,"1f, 1m",2,Linyphiidae,Diplocephalus,alpinus,Diplocephalus alpinus,,46.18834,16.123531,Tf,deep cave,#N/A
254,Hanžekova jama,Croatia,17.10.2008.,2008-10-17,"1f, 2m",3,Linyphiidae,Troglohyphantes,sp. 2,Troglohyphantes sp. 2,390,46.155463,16.1171,tb,deep cave,#N/A
255,Hanžekova jama,Croatia,14.5.2008.,2008-05-14,"6f, 1m",7,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,390,46.155463,16.1171,Tf,deep cave,#N/A
257,Hanžekova jama,Croatia,12.5.2008.,2008-05-12,2 f,2,Linyphiidae,Troglohyphantes,sp. 2,Troglohyphantes sp. 2,390,46.155463,16.1171,tb,deep cave,#N/A
258,Duplja jama,Croatia,13.5.2008.,2008-05-13,1 juv m,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,539,46.281676,15.99087,,deep cave,#N/A
259,Duplja jama,Croatia,13.5.2008.,2008-05-13,1 m,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,539,46.281676,15.99087,tf,deep cave,#N/A
261,Duplja jama,Croatia,13.5.2008.,2008-05-13,1 f,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,539,46.281676,15.99087,tf,deep cave,#N/A
262,Rudnik Kraševski zviri,Croatia,14.5.2008.,2008-05-14,"5m, 2f, 2 juv",9,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,,46.203313,16.109739,Tf,deep cave,#N/A
263,Špilja u Bukevju,Croatia,14.5.2008.,2008-05-14,1 juv,1,Agelenidae,Tegenaria,sp.,Tegenaria sp.,107,46.206924,16.143971,,deep cave,#N/A
265,Rudnik Kraševski zviri,Croatia,14.5.2008.,2008-05-14,1 f,1,Linyphiidae,Gen.,sp. X,Gen. sp. X,,46.203313,16.109739,,,#N/A
266,Matekova špilja 1,Croatia,14.5.2008.,2008-05-14,1 juv,1,Dysderidae,Harpactea,sp.,Harpactea sp.,,46.18834,16.123531,,,#N/A
267,Bazgovača,Croatia,5.1.2009.,2009-01-05,"1f, 2m, 1juv",4,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,,43.30647,16.622143,Tf,deep cave,#N/A
270,Grapčeva špilja,Croatia,16.10.2007.,2007-10-16,"1m, 2 f, 1 juv",4,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,200,43.134189,16.753732,tf,deep cave,#N/A
271,Grapčeva špilja,Croatia,16.10.2007.,2007-10-16,1 juv,1,Agelenidae,Hadites,tegenarioides,Hadites tegenarioides,200,43.134189,16.753732,TB,deep cave,#N/A
273,Kranjica pećina,Croatia,13.10.2007.,2007-10-13,1 juv,1,Dysderidae,Harpactea,sp.,Harpactea sp.,820,43.959462,16.475197,,,#N/A
274,Grapčeva špilja,Croatia,16.10.2007.,2007-10-16,"1 m, 1 juv",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,200,43.134189,16.753732,tf,deep cave,#N/A
275,Zmajeva špilja,Croatia,21.7.2007.,2007-07-21,1 f,1,Agelenidae,Tegenaria,sp. 3,Tegenaria sp. 3,323,43.269174,16.598972,,deep cave,#N/A
276,Zmajeva špilja,Croatia,21.10.2007.,2007-10-21,2 juv,2,Agelenidae,Tegenaria,sp.,Tegenaria sp.,323,43.269174,16.598972,,deep cave,#N/A
277,Zmajeva špilja,Croatia,21.10.2007.,2007-10-21,"1f, 3 juv",4,Amaurobidae,Amaurobius,sp. 1,Amaurobius sp. 1,,43.269174,16.598972,Tx,,#N/A
278,Vodena peća,Croatia,17.8.2005.,2005-08-17,1f,1,Linyphiidae,Troglohyphantes,dinaricus,Troglohyphantes dinaricus,610,43.792496,16.671447,tb,deep cave,#N/A
279,Vodena peća,Croatia,30.7.2007.,2007-07-30,1f,1,Linyphiidae,Troglohyphantes,dinaricus,Troglohyphantes dinaricus,610,43.792496,16.671447,tb,deep cave,#N/A
280,Vodena peća,Croatia,30.7.2007.,2007-07-30,"1f, 1 m",2,Linyphiidae,Troglohyphantes,dinaricus,Troglohyphantes dinaricus,610,43.792496,16.671447,tb,deep cave,#N/A
281,Božićeva špilja,Croatia,12.8.2007.,2007-08-12,"2f, 1m",3,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,285,45.000041,15.776525,tf,deep cave,#N/A
282,Božićeva špilja,Croatia,12.8.2007.,2007-08-12,2f,2,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,45.000041,15.776525,tf,deep cave,#N/A
283,Božićeva špilja,Croatia,12.8.2007.,2007-08-12,"2f, 2 juv",4,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,45.000041,15.776525,tf,deep cave,#N/A
284,Božićeva špilja,Croatia,12.8.2007.,2007-08-12,1f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,,45.000041,15.776525,Tf,deep cave,#N/A
285,Božićeva špilja,Croatia,12.8.2007.,2007-08-12,1f,1,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,45.000041,15.776525,tf,deep cave,#N/A
286,Božićeva špilja,Croatia,12.8.2007.,2007-08-12,1m,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,,45.000041,15.776525,Tf,deep cave,#N/A
287,Božićeva špilja,Croatia,12.8.2007.,2007-08-12,1m,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,35,45.000041,15.776525,tf,deep cave,#N/A
291,Mikašinovića špilja,Croatia,7.12.2008.,2008-12-07,"1 f, 1 juv",2,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,230,45.283788,15.28561,Tb,deep cave,#N/A
294,Jastrebina špilja,Croatia,5.12.2008.,2008-12-05,"1f, 3 juv",4,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,187,45.456129,15.44341,Tf,deep cave,#N/A
295,Danetska pećina,Croatia,20.6.2008.,2008-06-20,1 juv m,1,Dysderidae,Dysdera,ninnii,Dysdera ninnii,160,45.351625,15.327998,Tx,,#N/A
296,Kuštrovka,Croatia,19.6.2008.,2008-06-19,1 juv,1,Dysderidae,Stalita,pretneri,Stalita pretneri,450,45.346234,15.219338,Tb,deep cave,#N/A
297,Hajdučka pećina,Croatia,17.6.2008.,2008-06-17,1 f,1,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,,45.27146,15.28981,Tb,deep cave,#N/A
298,Hajdučka pećina,Croatia,17.6.2008.,2008-06-17,1 f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,45.27146,15.28981,Tb,deep cave,#N/A
299,Jezero,Croatia,16.3.2002.,2002-03-16,2 m,2,Linyphiidae,Troglohyphantes,troglodytes,Troglohyphantes troglodytes,903,42.580381,18.356073,tf,deep cave,#N/A
300,Škrabuljica,Croatia,1.11.2003.,2003-11-01,"1m, 1 juv",2,Linyphiidae,Troglohyphantes,troglodytes,Troglohyphantes troglodytes,685,42.567045,18.385063,tf,deep cave,#N/A
301,Kuštrovka,Croatia,19.6.2008.,2008-06-19,"6f, 1m, 1 juv",8,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,450,45.346234,15.219338,Tb,deep cave,#N/A
302,Dragina pećina na Dobri,Croatia,18.6.2008.,2008-06-18,1 m,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,156,45.346751,15.290094,tf,deep cave,#N/A
303,Dragina pećina na Dobri,Croatia,18.6.2008.,2008-06-18,1 m,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,156,45.346751,15.290094,tf,deep cave,#N/A
304,Jastrebina špilja,Croatia,14.6.2008.,2008-06-14,"1m, 1 juv",2,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,187,45.456129,15.44341,tf,deep cave,#N/A
306,Bibička špilja,Croatia,22.6.2008.,2008-06-22,1 f,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,200,45.335921,15.254079,tf,deep cave,#N/A
307,Špilja u Rebićima,Croatia,15.6.2008.,2008-06-15,1f,1,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,,45.32087,15.341565,Tb,deep cave,#N/A
309,Jama na Solinskom vrhu,Croatia,23.6.2008.,2008-06-23,"1m, 2 juv",3,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,45.359492,15.313756,tf,deep cave,#N/A
310,Hajdučka pećina,Croatia,17.6.2008.,2008-06-17,1f,1,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,,45.27146,15.28981,Tb,deep cave,#N/A
312,Jama na rubu,Croatia,16.6.2008.,2008-06-16,1m,1,Anapidae,Comaroma,simoni,Comaroma simoni,,45.324782,15.284649,tf,deep cave,#N/A
314,Jama na Solinskom vrhu,Croatia,23.6.2008.,2008-06-23,"1m, 2 juv",3,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,45.359492,15.313756,tf,deep cave,#N/A
316,Špilja u kanjonu Dobre ispod Podjakšića,Croatia,20.6.2008.,2008-06-20,"1f, 1juv",2,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,473,45.348914,15.340795,tf,deep cave,#N/A
317,Gugečka špilja,Croatia,17.6.2008.,2008-06-17,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,265,45.270615,15.30004,tf,deep cave,#N/A
319,Jama na rubu,Croatia,16.6.2008.,2008-06-16,"1f, 1 juv",2,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,214,45.324782,15.284649,tf,deep cave,#N/A
320,Jama na rubu,Croatia,16.6.2008.,2008-06-16,1f,1,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,214,45.324782,15.284649,Tf,deep cave,#N/A
321,Paveća špilja,Croatia,18.6.2008.,2008-06-18,1 m,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,180,45.353264,15.317461,tf,deep cave,#N/A
322,Jama kod Kasunića,Croatia,20.6.2008.,2008-06-20,"3f, 1juv",4,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,223,45.353478,15.312285,tf,deep cave,#N/A
323,Jama na rubu,Croatia,16.6.2008.,2008-06-16,1m,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,214,45.324782,15.284649,tf,deep cave,#N/A
324,Dragina pećina na Dobri,Croatia,18.6.2008.,2008-06-18,"2m, 2juv",4,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,156,45.346751,15.290094,tf,deep cave,#N/A
325,Kuštrovka,Croatia,27.8.2008.,2008-08-27,"2m, 4 f",6,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,450,45.346234,15.219338,Tb,deep cave,#N/A
326,Kuštrovka,Croatia,27.8.2008.,2008-08-27,"2f, 3juv",5,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,450,45.346234,15.219338,Tb,deep cave,#N/A
327,Jama u kanjonu Dobre ispod Grabrka,Croatia,26.8.2008.,2008-08-26,1f,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,45.353879,15.299838,tf,deep cave,#N/A
328,Lipa na Protulipi,Croatia,24.8.2008.,2008-08-24,"2f, 2m",4,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,135,45.406127,15.385848,Tf,deep cave,#N/A
329,Trijama II,Croatia,23.8.2008.,2008-08-23,"1m, 2f, 1juv",4,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,45.364356,15.315804,tf,deep cave,#N/A
332,Kuštrovka,Croatia,27.8.2008.,2008-08-27,"1f, 1juv",2,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,450,45.346234,15.219338,Tb,deep cave,#N/A
334,Kuštrovka,Croatia,27.8.2008.,2008-08-27,"4f, 2juv",6,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,450,45.346234,15.219338,Tb,deep cave,#N/A
335,Jastrebina špilja,Croatia,14.6.2008.,2008-06-14,3f,3,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,187,45.456129,15.44341,Tf,deep cave,#N/A
336,Jama kod Kasunića,Croatia,20.6.2008.,2008-06-20,1m,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,223,45.353478,15.312285,tf,deep cave,#N/A
337,Jama kod Kasunića,Croatia,20.6.2008.,2008-06-20,"1f, 1 juv 2",2,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,223,45.353478,15.312285,Tf,deep cave,#N/A
339,Danetska pećina,Croatia,20.6.2008.,2008-06-20,"1f, 1juv",2,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,45.351625,15.327998,tf,deep cave,#N/A
341,Jama kod Kolića 2,Croatia,15.6.2008.,2008-06-15,"1f, 3juv",4,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,,45.343306,15.316733,Tb,deep cave,#N/A
342,Jama kod Kolića 2,Croatia,15.6.2008.,2008-06-15,1juv m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,45.343306,15.316733,Tb,deep cave,#N/A
343,Jama u kanjonu Dobre ispod Grabrka,Croatia,26.8.2008.,2008-08-26,1 juv,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,45.353879,15.299838,Tb,deep cave,#N/A
344,Kuštrovka,Croatia,27.8.2008.,2008-08-27,1m,1,Dysderidae,Stalita,pretneri,Stalita pretneri,450,45.346234,15.219338,Tb,deep cave,#N/A
345,Kuštrovka,Croatia,27.8.2008.,2008-08-27,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,450,45.346234,15.219338,Tb,deep cave,#N/A
346,Kuštrovka,Croatia,27.8.2008.,2008-08-27,"1f, 1juv",2,Dysderidae,Stalita,pretneri,Stalita pretneri,450,45.346234,15.219338,Tb,deep cave,#N/A
347,Kuštrovka,Croatia,27.8.2008.,2008-08-27,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,450,45.346234,15.219338,Tb,deep cave,#N/A
349,Paveća špilja,Croatia,18.6.2008.,2008-06-18,1f,1,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,180,45.353264,15.317461,Tf,deep cave,#N/A
350,Jastrebina špilja,Croatia,14.6.2008.,2008-06-14,1m,1,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,187,45.456129,15.44341,Tf,deep cave,#N/A
352,Špilja u kanjonu Bistraca kod Kromara,Croatia,25.8.2008.,2008-08-25,"3f, 1juv",4,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,230,45.280604,15.289475,Tf,deep cave,#N/A
353,Jastrebina špilja,Croatia,14.6.2008.,2008-06-14,"1f, 1juv",2,Linyphiidae,Gen.,sp. X,Gen. sp. X,187,45.456129,15.44341,,,#N/A
354,Jastrebina špilja,Croatia,14.6.2008.,2008-06-14,1m,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,187,45.456129,15.44341,Tf,deep cave,#N/A
355,Lipa na Protulipi,Croatia,24.8.2008.,2008-08-24,"4f, 2m, 1juv",7,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,135,45.406127,15.385848,Tf,deep cave,#N/A
357,Ledenica u Čažinki,Croatia,15.6.2008.,2008-06-15,1m,1,Thomisidae,Xysticus,lanio,Xysticus lanio,,45.342702,15.299779,Tx,deep cave,#N/A
360,Vaganka,Croatia,27.9.2008.,2008-09-27,1 juv,1,Dysderidae,Parastalita,stygia,Parastalita stygia,658,44.33853,15.43867,Tb,deep cave,#N/A
361,Špilja u Lužnama,Croatia,27.9.2008.,2008-09-27,1 m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,629,44.328901,15.454175,Tb,deep cave,#N/A
362,Jama Nangilija,Croatia,29.9.2008.,2008-09-29,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,430,44.346542,15.385818,,deep cave,#N/A
364,Manita peć,Croatia,1.10.2008.,2008-10-01,1 f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,520,44.314302,15.475264,Tb,deep cave,#N/A
365,Jatara špilja,Croatia,26.9.2008.,2008-09-26,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,600,44.334974,15.446351,,deep cave,#N/A
366,Jatara špilja,Croatia,26.9.2008.,2008-09-26,1 f,1,Agelenidae,Histopona,egonpretneri,Histopona egonpretneri,600,44.334974,15.446351,Tb,deep cave,#N/A
367,Jatara špilja,Croatia,26.9.2008.,2008-09-26,"1f, 1 m",2,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,,44.334974,15.446351,Tf,deep cave,#N/A
368,Vaganka,Croatia,27.9.2008.,2008-09-27,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,658,44.33853,15.43867,,deep cave,#N/A
370,Vaganka,Croatia,27.9.2008.,2008-09-27,1f,1,Dysderidae,Mesostalita,sp. 3,Mesostalita sp. 3,658,44.33853,15.43867,Tb,deep cave,#N/A
371,Vaganka,Croatia,27.9.2008.,2008-09-27,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,658,44.33853,15.43867,,deep cave,#N/A
372,Vaganka,Croatia,27.9.2008.,2008-09-27,1 f,1,Leptonetidae,Cataleptoneta,lingulata,Cataleptoneta lingulata,658,44.33853,15.43867,tb,deep cave,#N/A
375,Lažnjakuša lajava,Croatia,30.9.2008.,2008-09-30,2 juv,2,Agelenidae,Histopona,sp.,Histopona sp.,654,44.333719,15.451152,,deep cave,#N/A
383,Strmoglavica,Croatia,29.9.2008.,2008-09-29,1f,1,Leptonetidae,Cataleptoneta,lingulata,Cataleptoneta lingulata,,44.346729,15.386425,tb,deep cave,#N/A
385,Špilja pod pekon,Croatia,28.9.2008.,2008-09-28,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,731,44.337685,15.42639,,deep cave,#N/A
386,Jama pod kukom,Croatia,28.9.2008.,2008-09-28,1 f,1,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,,44.346245,15.414066,,deep cave,#N/A
387,Ledenica u Čažinki,Croatia,15.6.2008.,2008-06-15,1 m,1,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,,45.342702,15.299779,Tb,deep cave,#N/A
388,Izvor špilja Bijeli bunar,Croatia,18.7.2004.,2004-07-18,1 f,1,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,,45.609794,17.536299,,deep cave,#N/A
389,Izvor špilja Bijeli bunar,Croatia,18.7.2004.,2004-07-18,1 juv,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,45.609794,17.536299,,deep cave,#N/A
390,Kosilova jama,Croatia,15.9.2005.,2005-09-15,"1m, 2 juv",3,Linyphiidae,Troglohyphantes,wiebesi,Troglohyphantes wiebesi,,44.105772,16.347082,tb,deep cave,#N/A
391,Kotluša,Croatia,13.8.2005.,2005-08-13,1 f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,390,43.949126,16.399081,tf,deep cave,#N/A
392,Gospodska špilja,Croatia,21.8.2004.,2004-08-21,1 juv,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,440,43.982279,16.432905,tf,deep cave,#N/A
394,Rudelića pećina,Croatia,15.8.2005.,2005-08-15,1 juv m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.970543,16.418533,tf,deep cave,#N/A
395,Rudelića pećina,Croatia,22.8.2004.,2004-08-22,"1 juv m, 3 juv",4,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.970543,16.418533,tf,deep cave,#N/A
396,Rudelića pećina,Croatia,22.8.2004.,2004-08-22,"1m, 1f, 2 juv",4,Theridiidae,Episinus,cavernicola,Episinus cavernicola,,43.970543,16.418533,Tf,deep cave,#N/A
397,Budin pupak,Croatia,22.7.2003.,2003-07-22,1 f,1,Linyphiidae,Troglohyphantes,sp. 3,Troglohyphantes sp. 3,,44.739729,15.089755,tb,deep cave,#N/A
398,Vodena peća,Croatia,31.1.2002.,2002-01-31,1 f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,610,43.792496,16.671447,tf,deep cave,#N/A
402,Vodena peća,Croatia,31.1.2002.,2002-01-31,1 f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,610,43.792496,16.671447,Tf,deep cave,#N/A
403,Vodena peća,Croatia,17.8.2005.,2005-08-17,1f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,610,43.792496,16.671447,Tf,deep cave,#N/A
