sample ID,locality,country,Collection date,eventDate,Number and gender,individualCount,Family,Genus,species,scientific name,Z,decimalLatitude,decimalLongitude,Troglomorphy,habitat,joint coordinates
8248,"Mrtva kopriva, okolo",Croatia,11.9.2023.,2023-09-11,1juv,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.893826,15.62779,Tx,Shallow subterranean habitat,#N/A
8249,"Mrtva kopriva, okolo",Croatia,11.9.2023.,2023-09-11,3f,3,Familia x,Gen.,sp.,Gen. sp.,,44.893826,15.62779,,Shallow subterranean habitat,#N/A
8251,Mrtva kopriva (ispred),Croatia,11.9.2023.,2023-09-11,1m,1,Agelenidae,Histopona,luxurians,Histopona luxurians,,44.893826,15.62779,tf,shallow subterranean habitat,#N/A
8253,Petrius jama,Croatia,23.9.2023.,2023-09-23,1f,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,,44.900364,15.611927,Tf,deep cave,#N/A
8254,Petrius jama,Croatia,23.9.2023.,2023-09-23,"1f, 5juv",6,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.900364,15.611927,tf,deep cave,#N/A
8256,Talajine tri banke,Croatia,15.9.2023.,2023-09-15,"3f, 1juv",4,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,44.870928,15.646386,tf,deep cave,#N/A
8257,Talajine tri banke,Croatia,15.9.2023.,2023-09-15,"1f, 1juv",2,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,44.870928,15.646386,tf,deep cave,#N/A
8258,Jama s puževima,Croatia,15.9.2023.,2023-09-15,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,44.878064,15.648748,Tb,deep cave,#N/A
8259,Jama s puževima,Croatia,15.9.2023.,2023-09-15,1f,1,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,44.878064,15.648748,tf,deep cave,#N/A
8260,Smrzlinka,Croatia,12.5.2023.,2023-05-12,"1f, 1juv",2,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.870171,15.69836,tf,deep cave,#N/A
8261,Smrzlinka,Croatia,12.5.2023.,2023-05-12,1f,1,Linyphiidae,Gen.,sp. X,Gen. sp. X,,44.870171,15.69836,,deep cave,#N/A
8262,Smrzlinka,Croatia,12.5.2023.,2023-05-12,"1f, 2juv",3,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.870171,15.69836,tf,deep cave,#N/A
8264,Smrzlinka,Croatia,12.5.2023.,2023-05-12,1juv,1,Agelenidae,Histopona,sp.,Histopona sp.,,44.870171,15.69836,,deep cave,#N/A
8265,Izgubljeno-nađeno,Croatia,10.5.2023.,2023-05-10,1f,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.864093,15.689005,tf,deep cave,#N/A
8266,Izgubljeno-nađeno,Croatia,10.5.2023.,2023-05-10,2m,2,Dysderidae,Parastalita,stygia,Parastalita stygia,,44.864093,15.689005,Tb,deep cave,#N/A
8267,Izgubljeno-nađeno,Croatia,10.5.2023.,2023-05-10,1f,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,44.864093,15.689005,tf,deep cave,#N/A
8268,Izgubljeno-nađeno,Croatia,10.5.2023.,2023-05-10,1m,1,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,44.864093,15.689005,tf,deep cave,#N/A
8269,Izgubljeno-nađeno,Croatia,10.5.2023.,2023-05-10,1juv,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.864093,15.689005,Tf,deep cave,#N/A
8271,Izgubljeno-nađeno,Croatia,10.5.2023.,2023-05-10,1f,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.864093,15.689005,tf,deep cave,#N/A
8272,Košuljica,Croatia,15.9.2023.,2023-09-15,"1f, 2juv",3,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,44.901017,15.623123,tf,deep cave,#N/A
8274,Košuljica (ispred),Croatia,15.9.2023.,2023-09-15,1f,1,Cybaeidae,Mastigusa,macrophthalma,Mastigusa macrophthalma,,44.901017,15.623123,Tx,shallow subterranean habitat,#N/A
8275,"Košuljica, okolo",Croatia,15.9.2023.,2023-09-15,"1f, 1juv",2,Agelenidae,Inermocoelotes,sp.,Inermocoelotes sp.,,44.901017,15.623123,Tx,Shallow subterranean habitat,#N/A
8277,Košuljica (ispred),Croatia,15.9.2023.,2023-09-15,1f,1,Dysderidae,Dysderocrates,storkani,Dysderocrates storkani,,44.901017,15.623123,Tf,shallow subterranean habitat,#N/A
8278,"Košuljica, okolo",Croatia,15.9.2023.,2023-09-15,"1f, 1juv",2,Agelenidae,Inermocoelotes,sp.,Inermocoelotes sp.,,44.901017,15.623123,Tx,Shallow subterranean habitat,#N/A
8279,Kožni remen,Croatia,13.9.2023.,2023-09-13,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,44.885457,15.644462,Tb,deep cave,#N/A
8281,Kožni remen,Croatia,13.9.2023.,2023-09-13,"2m, 3f, 1juvm",6,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,44.885457,15.644462,tf,deep cave,#N/A
8283,Kožni remen,Croatia,13.9.2023.,2023-09-13,1f,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.885457,15.644462,tf,deep cave,#N/A
8284,Kožni remen,Croatia,13.9.2023.,2023-09-13,1f,1,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,44.885457,15.644462,tf,deep cave,#N/A
8285,Kožni remen,Croatia,13.9.2023.,2023-09-13,"1m, 3f, 2juvm, 5juv",11,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,44.885457,15.644462,tf,deep cave,#N/A
8286,"Kožni remen, okolo",Croatia,13.9.2023.,2023-09-13,1f,1,Agelenidae,Inermocoelotes,sp.,Inermocoelotes sp.,,44.885457,15.644462,Tx,Shallow subterranean habitat,#N/A
8287,Kožni remen (ispred),Croatia,13.9.2023.,2023-09-13,1f,1,Cybaeidae,Mastigusa,macrophthalma,Mastigusa macrophthalma,,44.885457,15.644462,Tx,shallow subterranean habitat,#N/A
8288,"Kožni remen, okolo",Croatia,13.9.2023.,2023-09-13,1juv,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.885457,15.644462,Tx,Shallow subterranean habitat,#N/A
8291,Špilja u Paležima,Croatia,8.5.2023.,2023-05-08,1juv,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.903881,15.614038,Tf,deep cave,#N/A
8292,Špilja u Paležima,Croatia,8.5.2023.,2023-05-08,1f,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,,44.903881,15.614038,Tf,deep cave,#N/A
8295,Špilja u Paležima,Croatia,8.5.2023.,2023-05-08,1f,1,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,44.903881,15.614038,tf,deep cave,#N/A
8296,Špilja u Paležima,Croatia,8.5.2023.,2023-05-08,"1f, 1juv",2,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,44.903881,15.614038,tf,deep cave,#N/A
8297,Brlog,Croatia,16.9.2023.,2023-09-16,1juvm,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.953879,15.537036,Tf,deep cave,#N/A
8298,Brlog (ispred),Croatia,16.9.2023.,2023-09-16,1juv,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.953879,15.537036,Tx,Shallow subterranean habitat,#N/A
8299,Brlog (ispred),Croatia,16.9.2023.,2023-09-16,1m,1,Agelenidae,Histopona,luxurians,Histopona luxurians,,44.953879,15.537036,tf,shallow subterranean habitat,#N/A
8300,Sretna zvijezda,Croatia,16.9.2023.,2023-09-16,1f,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.904637,15.631616,Tx,deep cave,#N/A
8301,Sretna zvijezda,Croatia,16.9.2023.,2023-09-16,1juv,1,Dysderidae,Harpactea,sp.,Harpactea sp.,,44.904637,15.631616,,deep cave,#N/A
8302,Sretna zvijezda,Croatia,16.9.2023.,2023-09-16,"1f, 1m, 1juvm, 2juv",5,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,44.904637,15.631616,tf,deep cave,#N/A
8303,Sretna zvijezda,Croatia,16.9.2023.,2023-09-16,"1f, 1juv",2,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.904637,15.631616,tf,deep cave,#N/A
8304,Sretna zvijezda,Croatia,16.9.2023.,2023-09-16,"1f, 1juv",2,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,,44.904637,15.631616,Tf,deep cave,#N/A
8305,Sretna zvijezda,Croatia,16.9.2023.,2023-09-16,1f,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,44.904637,15.631616,tf,deep cave,#N/A
8306,Lipojka,Croatia,12.9.2023.,2023-09-12,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,44.874137,15.666487,Tb,deep cave,#N/A
8307,Lipojka,Croatia,12.9.2023.,2023-09-12,1juv,1,Dysderidae,Stalita,pretneri,Stalita pretneri,,44.874137,15.666487,TB,deep cave,#N/A
8308,Turčić jama,Croatia,12.9.2023.,2023-09-12,"2f, 1m, 1juv",4,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,44.899827,15.62751,tf,deep cave,#N/A
8309,Turčić jama,Croatia,12.9.2023.,2023-09-12,"1f, 1juv",2,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,44.899827,15.62751,tf,deep cave,#N/A
8310,Turčić jama,Croatia,12.9.2023.,2023-09-12,2f,2,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,44.899827,15.62751,tf,deep cave,#N/A
8311,Prva nespojena,Croatia,16.9.2023.,2023-09-16,1juv,1,Dysderidae,Stalita,pretneri,Stalita pretneri,,44.876894,15.63783,TB,deep cave,#N/A
8312,Prva nespojena,Croatia,16.9.2023.,2023-09-16,"2f, 1m, 1juv",4,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,44.876894,15.63783,tf,deep cave,#N/A
8313,Prva nespojena,Croatia,16.9.2023.,2023-09-16,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,44.876894,15.63783,Tb,deep cave,#N/A
8314,Prva nespojena,Croatia,16.9.2023.,2023-09-16,1juv,1,Dysderidae,Stalita,pretneri,Stalita pretneri,,44.876894,15.63783,TB,deep cave,#N/A
8316,Prva nespojena,Croatia,16.9.2023.,2023-09-16,1f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,,44.876894,15.63783,Tf,deep cave,#N/A
8317,Prva nespojena,Croatia,16.9.2023.,2023-09-16,1f,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,44.876894,15.63783,tf,deep cave,#N/A
8319,Prva nespojena,Croatia,16.9.2023.,2023-09-16,1juv,1,Tetragnathidae,Meta,sp.,Meta sp.,,44.876894,15.63783,,deep cave,#N/A
8320,Karbonara,Croatia,13.5.2023.,2023-05-13,1f,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.842271,15.670438,tf,deep cave,#N/A
8322,Karbonara,Croatia,16.9.2023.,2023-09-16,1f,1,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,44.842271,15.670438,tf,deep cave,#N/A
8323,Karbonara (ispred),Croatia,13.9.2023.,2023-09-13,1m,1,Dysderidae,Dysderocrates,storkani,Dysderocrates storkani,,44.842271,15.670438,Tf,shallow subterranean habitat,#N/A
8324,Karbonara (ispred),Croatia,13.9.2023.,2023-09-13,1f,1,Dysderidae,Dysdera,adriatica,Dysdera adriatica,,44.842271,15.670438,Tx,shallow subterranean habitat,#N/A
8326,Karbonara (ispred),Croatia,13.9.2023.,2023-09-13,2f,2,Cybaeidae,Mastigusa,macrophthalma,Mastigusa macrophthalma,,44.842271,15.670438,Tx,shallow subterranean habitat,#N/A
8327,Karbonara (ispred),Croatia,13.9.2023.,2023-09-13,"1m, 1juv?",2,Dysderidae,Harpactea,lepida,Harpactea lepida,,44.842271,15.670438,tx,shallow subterranean habitat,#N/A
8328,Karbonara (ispred),Croatia,13.9.2023.,2023-09-13,1m,1,Agelenidae,Inermocoelotes,sp.,Inermocoelotes sp.,,44.842271,15.670438,Tx,Shallow subterranean habitat,#N/A
8329,Karbonara (ispred),Croatia,13.9.2023.,2023-09-13,1juv,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.842271,15.670438,Tx,Shallow subterranean habitat,#N/A
8330,Sljepica jama,Croatia,9.5.2023.,2023-05-09,1f,1,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,44.912658,15.582482,tf,deep cave,#N/A
8331,Sljepica jama,Croatia,9.5.2023.,2023-05-09,1juv,1,Tetragnathidae,Meta,sp.,Meta sp.,,44.912658,15.582482,,deep cave,#N/A
8333,Nikolićeva pećina,Croatia,15.9.2023.,2023-09-15,"1juvm, 2juv",3,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.906031,15.617462,Tf,deep cave,#N/A
8335,Nikolićeva pećina,Croatia,15.9.2023.,2023-09-15,1f,1,Tetragnathidae,Meta,menardi,Meta menardi,,44.906031,15.617462,Tf,deep cave,#N/A
8336,Nikolićeva pećina,Croatia,15.9.2023.,2023-09-15,1f,1,Dysderidae,Harpactea,sp. 28,Harpactea sp. 28,,44.906031,15.617462,Tf,deep cave,#N/A
8339,Nikolićeva pećina,Croatia,8.5.2023.,2023-05-08,1juv,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.906031,15.617462,Tf,deep cave,#N/A
8340,Nikolićeva pećina,Croatia,8.5.2023.,2023-05-08,1f,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,,44.906031,15.617462,Tf,deep cave,#N/A
8341,Nikolićeva pećina,Croatia,8.5.2023.,2023-05-08,1f,1,Dysderidae,Dysderocrates,storkani,Dysderocrates storkani,,44.906031,15.617462,Tf,deep cave,#N/A
8342,Nikolićeva pećina (ispred),Croatia,15.9.2023.,2023-09-15,1juv,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.906031,15.617462,Tx,Shallow subterranean habitat,#N/A
8344,Nikolićeva pećina (ispred),Croatia,15.9.2023.,2023-09-15,1m,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,,44.906031,15.617462,Tf,shallow subterranean habitat,#N/A
8345,Nikolićeva 2,Croatia,8.5.2023.,2023-05-08,2juv,2,Agelenidae,Tegenaria,sp.,Tegenaria sp.,,44.906086,15.617601,,deep cave,#N/A
8346,Nikolićeva 2,Croatia,8.5.2023.,2023-05-08,"1juvm, 1juv",2,Tetragnathidae,Meta,sp.,Meta sp.,,44.906086,15.617601,,deep cave,#N/A
8347,Miškopiš,Croatia,26.9.2023.,2023-09-26,1juv,1,Tetragnathidae,Metellina,sp.,Metellina sp.,,44.903627,15.610294,,deep cave,#N/A
8348,Miškopiš,Croatia,26.9.2023.,2023-09-26,3juv,3,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.903627,15.610294,Tf,deep cave,#N/A
8349,Miškopiš,Croatia,26.9.2023.,2023-09-26,1f,1,Cybaeidae,Mastigusa,macrophthalma,Mastigusa macrophthalma,,44.903627,15.610294,Tx,deep cave,#N/A
8350,Špiljski vrt,Croatia,13.9.2023.,2023-09-13,3juv,3,Tetragnathidae,Meta,sp.,Meta sp.,,44.872487,15.598573,,deep cave,#N/A
8351,Špiljski vrt,Croatia,13.9.2023.,2023-09-13,2juvm,2,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.872487,15.598573,Tf,deep cave,#N/A
8352,Špiljski vrt,Croatia,13.9.2023.,2023-09-13,1f,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,,44.872487,15.598573,Tf,deep cave,#N/A
8353,Špiljski vrt,Croatia,13.9.2023.,2023-09-13,1m,1,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,,44.872487,15.598573,Tf,deep cave,#N/A
8354,Špiljski vrt,Croatia,14.9.2023.,2023-09-14,1m,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,,44.872487,15.598573,Tf,deep cave,#N/A
8355,Špiljski vrt,Croatia,14.9.2023.,2023-09-14,1juv,1,Tetragnathidae,Meta,sp.,Meta sp.,,44.872487,15.598573,,deep cave,#N/A
8357,"Špiljski vrt, okolo",Croatia,14.9.2023.,2023-09-14,2f,2,Familia x,Gen.,sp.,Gen. sp.,,44.872487,15.598573,,Shallow subterranean habitat,#N/A
8358,Špilja pokraj staze,Croatia,14.9.2023.,2023-09-14,"1m, 1juv",2,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.907951,15.610873,tf,deep cave,#N/A
8359,Špilja pokraj staze,Croatia,23.9.2023.,2023-09-23,1juv,1,Tetragnathidae,Meta,sp.,Meta sp.,,44.907951,15.610873,,deep cave,#N/A
8362,Špilja pokraj staze (ispred),Croatia,14.9.2023.,2023-09-14,1f,1,Cybaeidae,Mastigusa,macrophthalma,Mastigusa macrophthalma,,44.907951,15.610873,Tx,shallow subterranean habitat,#N/A
8363,Špilja sa zoljom,Croatia,24.9.2023.,2023-09-24,3juv,3,Tetragnathidae,Meta,sp.,Meta sp.,,44.877091,15.646143,,deep cave,#N/A
8364,Špilja sa zoljom,Croatia,24.9.2023.,2023-09-24,1m,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,,44.877091,15.646143,Tf,deep cave,#N/A
8366,"Velika pećina, kanjon Korane",Croatia,23.9.2023.,2023-09-23,1f,1,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,44.911213,15.606871,tf,deep cave,#N/A
8367,"Velika pećina, kanjon Korane",Croatia,23.9.2023.,2023-09-23,1m,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,,44.911213,15.606871,Tf,deep cave,#N/A
8368,"Velika pećina, kanjon Korane",Croatia,14.5.2023.,2023-05-14,1juv,1,Agelenidae,Tegenaria,sp.,Tegenaria sp.,,44.911213,15.606871,,deep cave,#N/A
8369,"Velika pećina, kanjon Korane",Croatia,14.5.2023.,2023-05-14,1f,1,Dysderidae,Harpactea,sp. 28,Harpactea sp. 28,,44.911213,15.606871,Tf,deep cave,#N/A
8373,"Lijepa jama u Ljeskovoj strani, okolo",Croatia,16.9.2023.,2023-09-16,1f,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.896675,15.482648,Tx,Shallow subterranean habitat,#N/A
8374,Hanžekova jama,Croatia,16.6.2022.,2022-06-16,"1m, 1juvm, 1juv",3,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,,46.155463,16.1171,,deep cave,#N/A
8377,Jama Trnika,Croatia,7.1.2023.,2023-01-07,2juv,2,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.14734,17.39685,Tb,deep cave,#N/A
8378,Baraćeve špilje (ispred),Croatia,3.10.2020.,2020-10-03,"2f, 1juv",3,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.984157,15.723225,Tx,,#N/A
8379,Baraćeve špilje (ispred),Croatia,3.10.2020.,2020-10-03,1f,1,Linyphiidae,Gen.,sp. X,Gen. sp. X,,44.984157,15.723225,,,#N/A
8380,Špilja Vranetić,Croatia,5.1.2023.,2023-01-05,"1f, 1juv",2,Linyphiidae,Centromerus,sp.,Centromerus sp.,,43.11386,17.45314,,,#N/A
8381,Špilja Vranetić,Croatia,5.1.2023.,2023-01-05,1m,1,Leptonetidae,Barusia,maheni,Barusia maheni,,43.11386,17.45314,tf,deep cave,#N/A
8383,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8384,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv/f,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8385,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8386,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8387,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8388,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8389,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8390,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8391,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8392,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8393,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8394,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8395,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8396,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8397,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8398,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
8399,ispred Špilje ispod Vukovića poda,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Harpactea,sp.,Harpactea sp.,,43.85296,15.97176,,,#N/A
8400,Veli sklop III,Croatia,5.12.2023.,2023-12-05,1juvm,1,Agelenidae,Histopona,egonpretneri,Histopona egonpretneri,,44.31234,15.482802,Tb,deep cave,#N/A
8401,Veli sklop III,Croatia,5.12.2023.,2023-12-05,"1m, 1f, 2juv",4,Leptonetidae,Cataleptoneta,lingulata,Cataleptoneta lingulata,,44.31234,15.482802,tb,deep cave,#N/A
8402,Veli sklop III,Croatia,5.12.2023.,2023-12-05,"3m, 1f",4,Leptonetidae,Cataleptoneta,lingulata,Cataleptoneta lingulata,,44.31234,15.482802,tb,deep cave,#N/A
8403,Veli sklop III,Croatia,5.12.2023.,2023-12-05,2juv,2,Agelenidae,Histopona,egonpretneri,Histopona egonpretneri,,44.31234,15.482802,Tb,deep cave,#N/A
8405,Jama 4 bužira,Croatia,3.12.2023.,2023-12-03,1juvm,1,Dysderidae,Harpactea,sp.,Harpactea sp.,,44.334304,15.466627,,,#N/A
8406,Moja prva dvadesetica,Croatia,6.12.2023.,2023-12-06,"1f, 1juv",2,Agelenidae,Histopona,egonpretneri,Histopona egonpretneri,,44.298723,15.542745,Tb,deep cave,#N/A
8407,Moja prva dvadesetica,Croatia,6.12.2023.,2023-12-06,"1m, 1f, 3juv",5,Linyphiidae,Troglohyphantes,sp. 14,Troglohyphantes sp. 14,,44.298723,15.542745,tb,deep cave,#N/A
8408,Moja prva dvadesetica,Croatia,6.12.2023.,2023-12-06,2juv,2,Linyphiidae,Troglohyphantes,sp. 14,Troglohyphantes sp. 14,,44.298723,15.542745,tb,deep cave,#N/A
8409,Moja prva dvadesetica,Croatia,6.12.2023.,2023-12-06,1f,1,Linyphiidae,Micrargus,sp.,Micrargus sp.,,44.298723,15.542745,,,#N/A
8410,Moja prva dvadesetica,Croatia,6.12.2023.,2023-12-06,2juv,2,Agelenidae,Histopona,egonpretneri,Histopona egonpretneri,,44.298723,15.542745,Tb,deep cave,#N/A
8411,Moja prva dvadesetica,Croatia,6.12.2023.,2023-12-06,"1juvm, 2juv",3,Linyphiidae,Troglohyphantes,sp. 14,Troglohyphantes sp. 14,,44.298723,15.542745,tb,deep cave,#N/A
8412,Ivina jama podno Njiva,Croatia,3.12.2023.,2023-12-03,"1m, 1f, 1juv",3,Agelenidae,Histopona,egonpretneri,Histopona egonpretneri,,44.317915,15.468907,Tb,deep cave,#N/A
8414,Ivina jama podno Njiva,Croatia,3.12.2023.,2023-12-03,1m,1,Agelenidae,Histopona,egonpretneri,Histopona egonpretneri,,44.317915,15.468907,Tb,deep cave,#N/A
8416,Pisanica jama,Croatia,4.12.2023.,2023-12-04,"1m, 1juv",2,Agelenidae,Histopona,egonpretneri,Histopona egonpretneri,,44.315233,15.492478,Tb,deep cave,#N/A
8419,Samogradić,Croatia,29.12.2023.,2023-12-29,1f,1,Tetragnathidae,Meta,menardi,Meta menardi,,44.752313,15.265555,Tf,deep cave,#N/A
8421,Samogradić,Croatia,18.10.2023.,2023-10-18,1f,1,Agelenidae,Tegenaria,sp. 9,Tegenaria sp. 9,,44.752313,15.265555,,,#N/A
8423,Budina špilja,Croatia,8.1.2024.,2024-01-08,1f,1,Tetragnathidae,Meta,menardi,Meta menardi,,44.71694,15.360985,Tf,deep cave,#N/A
8424,Samogradić,Croatia,8.1.2024.,2024-01-08,1f,1,Agelenidae,Tegenaria,bosnica,Tegenaria bosnica,,44.752313,15.265555,,,#N/A
8425,Samogradić,Croatia,8.1.2024.,2024-01-08,1f,1,Agelenidae,Tegenaria,sp. 10,Tegenaria sp. 10,,44.752313,15.265555,,,#N/A
8426,Samogradić,Croatia,18.10.2023.,2023-10-18,1 juv m,1,Agelenidae,Tegenaria,sp.,Tegenaria sp.,,44.752313,15.265555,,,#N/A
8427,Zdenec pri Ciglaru,Croatia,24.9.2023.,2023-09-24,1f,1,Tetragnathidae,Meta,menardi,Meta menardi,,46.283906,16.06104,Tf,deep cave,#N/A
8428,Zdenec pri Ciglaru,Croatia,24.9.2023.,2023-09-24,1f,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,46.283906,16.06104,tf,deep cave,#N/A
8429,Zdenec pri Ciglaru,Croatia,24.9.2023.,2023-09-24,1f,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,46.283906,16.06104,tf,deep cave,#N/A
8431,Samogradić,Croatia,29.12.2023.,2023-12-29,1f,1,Agelenidae,Tegenaria,sp. 10,Tegenaria sp. 10,,44.752313,15.265555,,,#N/A
8433,Samogradić,Croatia,29.12.2023.,2023-12-29,1f,1,Agelenidae,Tegenaria,bosnica,Tegenaria bosnica,,44.752313,15.265555,,deep cave,#N/A
8434,Samogradić,Croatia,8.1.2024.,2024-01-08,1f,1,Agelenidae,Tegenaria,sp. 10,Tegenaria sp. 10,,44.752313,15.265555,,,#N/A
