sample ID,locality,country,Collection date,eventDate,Number and gender,individualCount,Family,Genus,species,scientific name,elevation,decimalLatitude,decimalLongitude,Troglomorphy,habitat,joint coordinates,unique species count,deepest air temperature,média temperature,Temp anual,Temp anual.1,TempRange,Prec,land_use_code,LGM_dist_km,media humidity,deepest air humidity,Main entrance width (Dimenzije glavnog ulaza (širina)),Main entrance hught (Dimenzije glavnog ulaza (visina)),Number of entrances (Broj ulaza),Cave length (Duljina (m)),Horizontal cave length (Horizontalna duljina (m)),Cave depth (Dubina (m))
4792,Jezero,Croatia,7.6.2014.,2014-06-07,"1f, 1juvm",2,Linyphiidae,Troglohyphantes,troglodytes,Troglohyphantes troglodytes,964,42.580.381,18.356.073,tf,deep cave,,8,,"7,567","12,93216705","12,93216705","24,86800003",1208,29,"104,2091301","96,5",,1,0.5,1,20.5,nan,12
4794,Balića špilja,Croatia,20.5.2016.,2016-05-20,"1f, 3juv",4,Linyphiidae,Troglohyphantes,giromettai,Troglohyphantes giromettai,438,4.357.296,1.657.002,tf,deep cave,,11,,"7,2","12,25566673","12,25566673","25,68000031",872,23,"105,1255288",,,70,7,1,194,155,50
4795,Balića špilja,Croatia,20.5.2016.,2016-05-20,"2f, 1m, 5juv",8,Linyphiidae,Troglohyphantes,giromettai,Troglohyphantes giromettai,438,4.357.296,1.657.002,tf,deep cave,,11,,"7,2","12,25566673","12,25566673","25,68000031",872,23,"105,1255288",,,70,7,1,194,155,50
4796,Balića špilja,Croatia,5.11.2016.,2016-11-05,"3f, 8juv",11,Linyphiidae,Troglohyphantes,giromettai,Troglohyphantes giromettai,438,4.357.296,1.657.002,tf,deep cave,,11,,"7,2","12,25566673","12,25566673","25,68000031",872,23,"105,1255288",,,70,7,1,194,155,50
4797,Balića špilja,Croatia,5.11.2016.,2016-11-05,"1m, 2juv",3,Leptonetidae,Barusia,maheni,Barusia maheni,438,4.357.296,1.657.002,tf,deep cave,,11,,"7,2","12,25566673","12,25566673","25,68000031",872,23,"105,1255288",,,70,7,1,194,155,50
4798,Balića špilja,Croatia,5.11.2016.,2016-11-05,1m,1,Linyphiidae,Centromerus,sylvaticus,Centromerus sylvaticus,438,4.357.296,1.657.002,tx,deep cave,,11,,"7,2","12,25566673","12,25566673","25,68000031",872,23,"105,1255288",,,70,7,1,194,155,50
4799,Balića špilja,Croatia,5.11.2016.,2016-11-05,1f,1,Linyphiidae,Troglohyphantes,strandi,Troglohyphantes strandi,438,4.357.296,1.657.002,tb,deep cave,,11,,"7,2","12,25566673","12,25566673","25,68000031",872,23,"105,1255288",,,70,7,1,194,155,50
4800,Balića špilja,Croatia,5.11.2016.,2016-11-05,"1m, 4f, 2juv",7,Linyphiidae,Troglohyphantes,giromettai,Troglohyphantes giromettai,438,4.357.296,1.657.002,tf,deep cave,,11,,"7,2","12,25566673","12,25566673","25,68000031",872,23,"105,1255288",,,70,7,1,194,155,50
4801,Balića špilja,Croatia,5.11.2016.,2016-11-05,1f,1,Linyphiidae,Centromerus,sylvaticus,Centromerus sylvaticus,438,4.357.296,1.657.002,tx,deep cave,,11,,"7,2","12,25566673","12,25566673","25,68000031",872,23,"105,1255288",,,70,7,1,194,155,50
4802,Balića špilja,Croatia,5.11.2016.,2016-11-05,1f,1,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,438,4.357.296,1.657.002,,deep cave,,11,,"7,2","12,25566673","12,25566673","25,68000031",872,23,"105,1255288",,,70,7,1,194,155,50
4804,Balića špilja,Croatia,5.11.2016.,2016-11-05,"1m, 3f",4,Leptonetidae,Barusia,maheni,Barusia maheni,438,4.357.296,1.657.002,tf,deep cave,,11,,"7,2","12,25566673","12,25566673","25,68000031",872,23,"105,1255288",,,70,7,1,194,155,50
4805,Balića špilja,Croatia,5.11.2016.,2016-11-05,1m,1,Zoropsidae,Zoropsis,oertzeni,Zoropsis oertzeni,438,4.357.296,1.657.002,,,,11,,"7,2","12,25566673","12,25566673","25,68000031",872,23,"105,1255288",,,70,7,1,194,155,50
4806,Balića špilja,Croatia,5.11.2016.,2016-11-05,1m,1,Tetragnathidae,Metellina,merianae,Metellina merianae,438,4.357.296,1.657.002,Tf,deep cave,,11,,"7,2","12,25566673","12,25566673","25,68000031",872,23,"105,1255288",,,70,7,1,194,155,50
4810,Peć u Čulinovim raljevinama,Croatia,20.5.2016.,2016-05-20,"1m, 1f, 5juv",7,Leptonetidae,Barusia,maheni,Barusia maheni,369,43.605.854,16.575.066,tf,deep cave,,5,,11,"12,99133301","12,99133301","26,44000053",879,26,"104,4759765",,,1,1,1,nan,42.5,12.5
4812,Tučepska vilenjača,Croatia,18.5.2016.,2016-05-18,2 juv,2,Linyphiidae,Typhlonyphia,sp. 1,Typhlonyphia sp. 1,1242,43.286.465,17.083.638,Tb,deep cave,,8,"10,6","10,731","9,67800045","9,67800045","24,96000099",926,26,"67,32747088",,,6,0.8,1,nan,28,35
4813,Matijaševa peć,Croatia,15.5.2016.,2016-05-15,"1m, 4juv",5,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,621,43.320.551,17.122.321,tb,deep cave,,6,"8,3","6,933","9,092166901","9,092166901",25,931,23,"60,61369348",,,3,1,1,18,17,6
4815,Matijaševa peć,Croatia,15.5.2016.,2016-05-15,"1m, 3f, 1juv",5,Leptonetidae,Sulcia,sp.,Sulcia sp.,621,43.320.551,17.122.321,,,,6,"8,3","6,933","9,092166901","9,092166901",25,931,23,"60,61369348",,,3,1,1,18,17,6
4816,Špilja u Gaju,Croatia,16.5.2016.,2016-05-16,"1m, 1f",2,Agelenidae,Histopona,conveniens,Histopona conveniens,706,43.382.476,17.040.666,Tf,deep cave,,7,"10,6","10,825","12,27216721","12,27216721","26,62000084",912,23,"62,15311347",99,99,nan,nan,1,nan,nan,nan
4817,Jama iznad Saranača,Croatia,17.5.2016.,2016-05-17,1f,1,Linyphiidae,Typhlonyphia,sp. 1,Typhlonyphia sp. 1,777,43.249.007,17.174.663,Tb,deep cave,,7,"10,8","11,112","11,73516655","11,73516655","25,61599922",905,28,"64,87446036",,,2.5,0.5,1,nan,8.6,20.5
4818,Jama iznad Saranača,Croatia,17.5.2016.,2016-05-17,"1f, 1juvm",2,Agelenidae,Histopona,conveniens,Histopona conveniens,777,43.249.007,17.174.663,Tf,deep cave,,7,"10,8","11,112","11,73516655","11,73516655","25,61599922",905,28,"64,87446036",,,2.5,0.5,1,nan,8.6,20.5
4819,Jama iznad Saranača,Croatia,17.5.2016.,2016-05-17,3juv,3,Linyphiidae,Typhlonyphia,sp. 1,Typhlonyphia sp. 1,777,43.249.007,17.174.663,Tb,deep cave,,7,"10,8","11,112","11,73516655","11,73516655","25,61599922",905,28,"64,87446036",,,2.5,0.5,1,nan,8.6,20.5
4820,Jama iznad Saranača,Croatia,17.5.2016.,2016-05-17,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,777,43.249.007,17.174.663,Tb,deep cave,,7,"10,8","11,112","11,73516655","11,73516655","25,61599922",905,28,"64,87446036",,,2.5,0.5,1,nan,8.6,20.5
4823,Bratska jama,Croatia,11.6.2016.,2016-06-11,1juv m,1,Agelenidae,Histopona,sp.,Histopona sp.,101,43.344.737,16.340.901,,,,2,,15,"16,1016674","16,1016674","23,59000015",732,29,"136,3438122",74,,4.2,4.8,1,35,26.7,15.5
4826,Bratska jama,Croatia,11.6.2016.,2016-06-11,1f,1,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,101,43.344.737,16.340.901,Tf,deep cave,,2,,15,"16,1016674","16,1016674","23,59000015",732,29,"136,3438122",74,,4.2,4.8,1,35,26.7,15.5
4866,Kaverna 781,Croatia,30.10.2016.,2016-10-30,"1m, 5juv",6,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,55,4.252.633,183.382,Tb,deep cave,,4,,"12,3","16,00799942","16,00799942","24,41199875",1258,21,"110,0890104",99,,1,1.3,1,nan,142,0
4872,Đurovića jama,Croatia,31.10.2003.,2003-10-31,2f,2,Leptonetidae,Sulcia,sp.,Sulcia sp.,156,42.559.979,18.263.559,,,,4,,"17,267","15,93194485","15,93194485","24,30000114",1247,6,"111,7390404",,,1,2,1,156,132,17
4877,Vranja peć,Croatia,2.11.2006.,2006-11-02,1f,1,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,261,42.868.266,17.812.427,,deep cave,,2,"15,65","16,683","15,15533352","15,15533352","26,40799904",1060,21,"72,71378675",,,1,1,1,188,149,49.5
4879,Jama u Predolcu,Croatia,14.9.2010.,2010-09-14,1juv,1,Dysderidae,Stalagtia,sp. 4_1,Stalagtia sp. 4_1,82,43.046.428,17.658.771,Tb,deep cave,,2,,"14,1","16,44449997","16,44449997","29,03199768",1015,24,"55,93544548",100,,nan,nan,1,nan,nan,nan
4890,Jama Gradina,Croatia,23.3.2017.,2017-03-23,1f,1,Leptonetidae,Barusia,maheni,Barusia maheni,25,43.641.102,15.678.293,tf,deep cave,,3,"15,3","15,3","15,27291679","15,27291679","24,07500076",674,28,"204,393645",,,,,,,,
4892,Jama Gradina,Croatia,23.3.2017.,2017-03-23,1m,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,25,43.641.102,15.678.293,Tf,deep cave,,3,"15,3","15,3","15,27291679","15,27291679","24,07500076",674,28,"204,393645",,,,,,,,
4893,Jama Gradina,Croatia,23.3.2017.,2017-03-23,1m,1,Amaurobidae,Amaurobius,erberi,Amaurobius erberi,25,43.641.102,15.678.293,Tx,deep cave,,3,"15,3","15,3","15,27291679","15,27291679","24,07500076",674,28,"204,393645",,,,,,,,
4894,Špilja kod Vilišnice,Croatia,22.5.2016.,2016-05-22,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,48,43.960.355,15.450.916,tf,deep cave,,2,,"12,9","14,33033371","14,33033371","28,02400017",813,20,"236,193425",,,3.5,1.5,1,nan,37,20.3
4897,Špilja u Radinovcima,Croatia,15.5.2016.,2016-05-15,1f,1,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,416,43.387.285,170.103,tb,deep cave,,4,,"8,525","12,27216721","12,27216721","26,62000084",912,23,"64,7145817",93,,7,4,1,nan,50,14
4903,Rudnik Kmegla,Croatia,13.2.2017.,2017-02-13,"3f, 1juv",4,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,156,43.057.856,16.146.615,tf,deep cave,,2,,16,"15,73949337","15,73949337","22,95217514",602,21,"173,2241191",74,,,,,,,
4904,Špilja u Radinovcima,Croatia,15.5.2016.,2016-05-15,1m,1,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,416,43.387.285,170.103,tb,deep cave,,4,,"8,525","12,27216721","12,27216721","26,62000084",912,23,"64,7145817",93,,7,4,1,nan,50,14
4908,Pretnerova jama,Croatia,19.5.2016.,2016-05-19,1f,1,Agelenidae,Histopona,conveniens,Histopona conveniens,1459,43.339.276,17.038.312,Tf,deep cave,,2,,"5,44","7,902999878","7,902999878","24,58800125",950,23,"66,01720708","68,3",,2.5,1.5,1,nan,422,254
4909,Jama na Vlačine,Croatia,16.5.2016.,2016-05-16,2f,2,Linyphiidae,Troglohyphantes,svilajensis,Troglohyphantes svilajensis,1146,43.813.799,16.425.298,tb,deep cave,,1,,"10,1","7,872000217","7,872000217","25,69199944",1039,26,"125,4880634",,,0.8,1.2,1,29,5,25
4917,Golubinka više Mršića strane,Croatia,5.8.2006.,2006-08-05,2f,2,Linyphiidae,Palliduphantes,istrianus,Palliduphantes istrianus,473,4.412.501,15.807.683,Tf,deep cave,,3,"7,1","7,45","12,67350006","12,67350006","28,27199936",949,23,"206,3976041",,,,,,,,
4920,Gradska spila,Croatia,15.5.2016.,2016-05-15,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,621,43.318.029,17.117.623,Tb,deep cave,,4,,"6,6","9,092166901","9,092166901",25,931,23,"61,25913011","93,333",,5,2.5,1,nan,26.5,1.8
