sample ID,locality,country,Collection date,eventDate,Number and gender,individualCount,Family,Genus,species,scientific name,elevation,decimalLatitude,decimalLongitude,Troglomorphy,habitat,joint coordinates,unique species count,deepest air temperature,média temperature,Temp anual,Temp anual.1,TempRange,Prec,land_use_code,LGM_dist_km,media humidity,deepest air humidity,Main entrance width (Dimenzije glavnog ulaza (širina)),Main entrance hught (Dimenzije glavnog ulaza (visina)),Number of entrances (Broj ulaza),Cave length (Duljina (m)),Horizontal cave length (Horizontalna duljina (m)),Cave depth (Dubina (m))
8036,Golubnjača,Croatia,26.11.2022.,2022-11-26,"1m, 1juvm",2,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,881,43.708.703,16.815.232,Tf,deep cave,,3,,"12,7","7,70933342","7,70933342","26,45199966",1050,26,"79,47581725",,,2.5,2,1,34,29,10
8037,Golubnjača,Croatia,16.11.2022.,2022-11-16,1f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,881,43.708.703,16.815.232,Tf,deep cave,,3,,"12,7","7,70933342","7,70933342","26,45199966",1050,26,"79,47581725",,,2.5,2,1,34,29,10
8050,Špilja na Vršinoj glavici,Croatia,18.11.2022.,2022-11-18,1f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,647,4.370.718,167.843,Tf,deep cave,,2,,"8,1","12,10249996","12,10249996","28,01199913",941,26,"82,80050632",,,2.6,5,1,nan,20,8.4
8074,Male Ponte,Croatia,14.2.2021.,2021-02-14,1f,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,258,42.761.389,17.430.786,Tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
8075,Male Ponte,Croatia,14.2.2021.,2021-02-14,1juv + njegov svlak,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,258,42.761.389,17.430.786,Tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
8077,Vilina špilja,Croatia,21.2.2023.,2023-02-21,1f,1,Linyphiidae,Centromerus,sp.,Centromerus sp.,331,42.506.621,18.391.346,,,,7,,"14,2","15,6970005","15,6970005","24,62400055",1284,29,"106,168168",100,,1.2,0.5,1,nan,25,9
8092,Jama pod Sinji kuk,Croatia,31.10.2016.,2016-10-31,"1m, 2f",3,Linyphiidae,Asthenargus,bracianus,Asthenargus bracianus,254,42.709.828,17.988.632,tf,deep cave,,5,,"16,2","15,07569408","15,07569408","24,35416603",1115,26,"92,46523385",,,2,1.8,1,18,8,15
8110,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1juv,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,357,4.540.466,1.430.388,tb,deep cave,,2,,"10,2","11,41566658","11,41566658","25,84399986",1431,23,"407,4707392",,,0.8,1.5,1,nan,103,114
8111,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1juv,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,357,4.540.466,1.430.388,tb,deep cave,,2,,"10,2","11,41566658","11,41566658","25,84399986",1431,23,"407,4707392",,,0.8,1.5,1,nan,103,114
8112,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1juv,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,357,4.540.466,1.430.388,tb,deep cave,,2,,"10,2","11,41566658","11,41566658","25,84399986",1431,23,"407,4707392",,,0.8,1.5,1,nan,103,114
8113,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1juv,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,357,4.540.466,1.430.388,tb,deep cave,,2,,"10,2","11,41566658","11,41566658","25,84399986",1431,23,"407,4707392",,,0.8,1.5,1,nan,103,114
8114,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1f,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,357,4.540.466,1.430.388,tb,deep cave,,2,,"10,2","11,41566658","11,41566658","25,84399986",1431,23,"407,4707392",,,0.8,1.5,1,nan,103,114
8115,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1f,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,357,4.540.466,1.430.388,tb,deep cave,,2,,"10,2","11,41566658","11,41566658","25,84399986",1431,23,"407,4707392",,,0.8,1.5,1,nan,103,114
8116,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1juv,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,357,4.540.466,1.430.388,tb,deep cave,,2,,"10,2","11,41566658","11,41566658","25,84399986",1431,23,"407,4707392",,,0.8,1.5,1,nan,103,114
8122,Male Ponte,Croatia,14.2.2021.,2021-02-14,1m,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,258,42.761.389,17.430.786,Tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
8123,Špilja na Gradini kod Premanture,Croatia,1.7.2023.,2023-07-01,1juv,1,Agelenidae,Tegenaria,sp.,Tegenaria sp.,10,44.786.909,13.907.968,,,,3,,"13,875","14,38249969","14,38249969","24,69999886",753,25,"301,7029411","93,725",,nan,nan,1,nan,nan,nan
8124,Špilja na Gradini kod Premanture,Croatia,1.7.2023.,2023-07-01,"1f, 1juvm, 1juv",3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,10,44.786.909,13.907.968,tf,deep cave,,3,,"13,875","14,38249969","14,38249969","24,69999886",753,25,"301,7029411","93,725",,nan,nan,1,nan,nan,nan
8145,Vaganka,Croatia,9.9.2023.,2023-09-09,1m,1,Dysderidae,Mesostalita,sp. 3,Mesostalita sp. 3,656,4.433.853,1.543.867,Tb,deep cave,,5,,"12,2","7,622666836","7,622666836","26,19600105",1265,29,"257,5927467",95,,,,,,,
8146,Vaganka,Croatia,9.9.2023.,2023-09-09,1m,1,Dysderidae,Mesostalita,sp. 3,Mesostalita sp. 3,656,4.433.853,1.543.867,Tb,deep cave,,5,,"12,2","7,622666836","7,622666836","26,19600105",1265,29,"257,5927467",95,,,,,,,
8159,Vela peć,Croatia,9.9.2023.,2023-09-09,"2f, 1juv",3,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,632,45.333.194,14.158.683,tb,deep cave,,1,,"6,6","11,98849964","11,98849964","25,54400063",1267,25,"392,0826182",,,nan,nan,1,nan,nan,nan
8160,Vela peć,Croatia,9.9.2023.,2023-09-09,"1f, 2juv",3,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,632,45.333.194,14.158.683,tb,deep cave,,1,,"6,6","11,98849964","11,98849964","25,54400063",1267,25,"392,0826182",,,nan,nan,1,nan,nan,nan
8161,Vela peć,Croatia,9.9.2023.,2023-09-09,2f,2,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,632,45.333.194,14.158.683,tb,deep cave,,1,,"6,6","11,98849964","11,98849964","25,54400063",1267,25,"392,0826182",,,nan,nan,1,nan,nan,nan
8162,Vela peć,Croatia,9.9.2023.,2023-09-09,"1m, 2juv",3,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,632,45.333.194,14.158.683,tb,deep cave,,1,,"6,6","11,98849964","11,98849964","25,54400063",1267,25,"392,0826182",,,nan,nan,1,nan,nan,nan
8165,Pećina kod planinarske kuće Pavlovac,Croatia,8.9.2023.,2023-09-08,"1m, 1f",2,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,985,45.371.352,14.191.845,tb,deep cave,,1,,"4,1","7,255167007","7,255167007","24,9280014",1698,23,"398,8929094",,,nan,nan,1,nan,nan,nan
8166,Pećina kod planinarske kuće Pavlovac,Croatia,8.9.2023.,2023-09-08,1m,1,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,985,45.371.352,14.191.845,tb,deep cave,,1,,"4,1","7,255167007","7,255167007","24,9280014",1698,23,"398,8929094",,,nan,nan,1,nan,nan,nan
8176,Šipun,Croatia,6.6.2011.,2011-06-06,1f/juv,1,Dysderidae,Harpactea,sp. 4,Harpactea sp. 4,,42.583.646,18.217.986,Tb,deep cave,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
8177,Đurovića jama,Croatia,17.11.2010.,2010-11-17,1f,1,Dysderidae,Rhode,sp. 2,Rhode sp. 2,156,42.559.979,18.263.559,Tb,deep cave,,4,,"17,267","15,93194485","15,93194485","24,30000114",1247,6,"111,7390404",,,1,2,1,156,132,17
8178,Šipun,Croatia,20.12.2011.,2011-12-20,1f,1,Dysderidae,Folkia,sp. 6,Folkia sp. 6,,42.583.646,18.217.986,Tb,deep cave,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
8182,Golubinka više Mršića strane,Croatia,2.9.2023.,2023-09-02,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,473,4.412.501,15.807.683,tf,deep cave,,3,"7,1","7,45","12,67350006","12,67350006","28,27199936",949,23,"206,3976041",,,,,,,,
8383,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8384,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv/f,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8385,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8386,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8387,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8388,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8389,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8390,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8391,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8392,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8393,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8394,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8395,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8396,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8397,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8398,Stara jametina,Croatia,12.1.2024.,2024-01-12,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
8620,Bezdan,Croatia,12.4.2017.,2017-04-12,7juv,7,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,133,42.530.343,18.316.239,Tb,deep cave,,2,,"14,7","16,13833237","16,13833237","24,16666794",1249,23,"112,0435418",,,0.5,0.3,1,nan,12,22
8621,Poskokova jama,Croatia,31.10.2020.,2020-10-31,1f,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,655,43.001.888,17.134.002,tb,deep cave,,4,,"12,3","14,34500027","14,34500027","24,36666679",826,28,"99,19045362",94,,1,0.5,1,nan,20,19
8623,Jama na Strmici,Croatia,23.2.2021.,2021-02-23,1f,1,Dysderidae,Folkia,inermis,Folkia inermis,144,42.767.364,17.452.506,tb,deep cave,,6,,"12,1","16,10370445","16,10370445","23,88333321",874,29,"103,9966606",,,3,2,1,39,25,27.5
8629,Kukova peć,Croatia,21.10.2019.,2019-10-21,"1f, 1juv",2,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,185,42.726.992,1.796.566,tb,deep cave,,5,17,"16,6","15,07569408","15,07569408","24,35416603",1115,26,"90,07229603",,,1,1.2,1,nan,81.5,22
8634,Pišurka,Croatia,18.3.2021.,2021-03-18,1f,1,Dysderidae,Folkia,haasi,Folkia haasi,17,42.959.451,17.129.228,tb,deep cave,,5,,"13,925","14,0666666","14,0666666","24,28125",833,25,"105,2150766","84,833",,6,1.3,1,86,75,32
8635,Male Ponte,Croatia,24.2.2021.,2021-02-24,2juv,2,Dysderidae,Folkia,sp. 5,Folkia sp. 5,258,42.761.389,17.430.786,Tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
8636,Bezdan,Croatia,12.4.2017.,2017-04-12,1juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,133,42.530.343,18.316.239,Tb,deep cave,,2,,"14,7","16,13833237","16,13833237","24,16666794",1249,23,"112,0435418",,,0.5,0.3,1,nan,12,22
8638,Bezdan,Croatia,15.4.2017.,2017-04-15,1juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,133,42.530.343,18.316.239,Tb,deep cave,,2,,"14,7","16,13833237","16,13833237","24,16666794",1249,23,"112,0435418",,,0.5,0.3,1,nan,12,22
8640,Jama više vodospreme,Croatia,18.10.2022.,2022-10-18,2juv,2,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,288,42.979.411,17.296.037,tb,deep cave,,2,,13,"14,96718788","14,96718788","25,8125",871,29,"91,5790755",87,,0.5,1.2,1,19.6,11.3,13.3
8642,Male Ponte,Croatia,14.2.2021.,2021-02-14,1juv,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,258,42.761.389,17.430.786,Tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
8643,Močiljska špilja,Croatia,28.6.2020.,2020-06-28,1juv,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
8646,Bubnjavača špilja,Croatia,4.11.2016.,2016-11-04,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,256,4.332.252,1.700.995,Tb,deep cave,,1,"16,8","16,5","12,74867439","12,74867439","25,54545403",898,29,"70,07836868",,,,,,,,
8647,Špilja kod Nerezinog dola,Croatia,6.4.2022.,2022-04-06,3juv,3,Dysderidae,Folkia,inermis,Folkia inermis,177,42.758.378,17.436.094,tb,deep cave,,6,,"13,883","16,10370445","16,10370445","23,88333321",874,24,"106,1225494","95,342",,6,2.5,1,nan,35,5.5
8648,Peć u Čulinovim raljevinama,Croatia,5.11.2016.,2016-11-05,"1f, 1juv",2,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,369,43.605.854,16.575.066,Tb,deep cave,,5,,11,"12,99133301","12,99133301","26,44000053",879,26,"104,4759765",,,1,1,1,nan,42.5,12.5
8649,Špilja u Solinama,Croatia,14.2.2021.,2021-02-14,2juv,2,Dysderidae,Folkia,sp. 5,Folkia sp. 5,83,42.768.021,17.377.062,Tb,deep cave,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
8664,Prnčeva špilja,Croatia,11.11.2020.,2020-11-11,"1juvf, 4juv",5,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,312,4.291.898,1.738.699,tb,deep cave,,1,,"17,5","14,9788332","14,9788332","25,5",897,28,"90,20769549",,,1.7,1.3,1,34.3,32.3,6.6
8665,Močiljska špilja,Croatia,28.6.2020.,2020-06-28,1juv,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
8666,Špilja kod Zagruda u Vinogradu,Croatia,7.11.2020.,2020-11-07,1juv,1,Dysderidae,Folkia,sp. 7,Folkia sp. 7,318,42.966.644,17.322.697,Tb,deep cave,,6,,"10,1","14,96718788","14,96718788","25,8125",871,21,"90,48303976",86,,2.1,0.7,1,18.5,17.6,2.7
8667,Male Ponte,Croatia,14.2.2021.,2021-02-14,1juvf,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,258,42.761.389,17.430.786,Tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
8668,Tomasova spilja,Croatia,12.10.2022.,2022-10-12,1juv,1,Dysderidae,Folkia,sp. 4,Folkia sp. 4,132,4.301.415,1.716.549,Tb,deep cave,,1,,"12,25","14,34500027","14,34500027","24,36666679",826,17,"95,96405626","84,667",,8,2,1,nan,41,3
8677,Špilja za Gromačkom vlakom,Croatia,23.3.2024.,2024-03-23,1f,1,Dysderidae,Harpactea,sp. X,Harpactea sp. X,630,42.743.509,18.027.359,,,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
8686,Močiljska špilja,Croatia,20.3.2024.,2024-03-20,"1f, 1juv",2,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
8687,Močiljska špilja,Croatia,20.3.2024.,2024-03-20,1f,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
8688,Močiljska špilja,Croatia,20.3.2024.,2024-03-20,2f,2,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
8689,Pišurka,Croatia,14.4.2024.,2024-04-14,1m,1,Leptonetidae,Barusia,korculana,Barusia korculana,17,42.959.451,17.129.228,tb,deep cave,,5,,"13,925","14,0666666","14,0666666","24,28125",833,25,"105,2150766","84,833",,6,1.3,1,86,75,32
8691,Špilja za Gromačkom vlakom,Croatia,22.3.2024.,2024-03-22,5juv,5,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,630,42.743.509,18.027.359,tb,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
8692,Špilja za Gromačkom vlakom,Croatia,22.3.2024.,2024-03-22,1f,1,Dysderidae,Dysdera,sp.,Dysdera sp.,630,42.743.509,18.027.359,Tx,,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
8693,Špilja za Gromačkom vlakom,Croatia,22.3.2024.,2024-03-22,1f,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,630,42.743.509,18.027.359,tb,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
8694,Špilja za Gromačkom vlakom,Croatia,22.3.2024.,2024-03-22,"3f, 1m",4,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,630,42.743.509,18.027.359,tb,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
8708,Špilja za Gromačkom vlakom,Croatia,22.3.2024.,2024-03-22,1m,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,630,42.743.509,18.027.359,tb,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
8709,Špilja za Gromačkom vlakom,Croatia,22.3.2024.,2024-03-22,1juv,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,630,42.743.509,18.027.359,tb,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
8710,Špilja za Gromačkom vlakom,Croatia,22.3.2024.,2024-03-22,"2juvf, 1juv",3,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,630,42.743.509,18.027.359,tb,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
8711,Šipun,Croatia,21.3.2024.,2024-03-21,3juv,3,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583.646,18.217.986,Tb,deep cave,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
8714,Šipun,Croatia,21.3.2024.,2024-03-21,1f,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583.646,18.217.986,Tb,deep cave,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
8719,Male ponte,Croatia,16.4.2024.,2024-04-16,1m,1,Leptonetidae,Sulcia,nocturna,Sulcia nocturna,258,42.761.389,17.430.786,,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
8720,Male ponte,Croatia,16.4.2024.,2024-04-16,1f,1,Leptonetidae,Sulcia,nocturna,Sulcia nocturna,258,42.761.389,17.430.786,,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
8727,Dumenčića špilja,Croatia,7.10.2023.,2023-10-07,1m,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,362,45.024.705,15.669.214,Tf,deep cave,,5,,"6,8","10,17249966","10,17249966","29,34000015",1275,21,"301,4767847",,,6,3,1,nan,67,25
8729,Dumenčića špilja,Croatia,6.4.2024.,2024-04-06,"1f, 1juv",2,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,362,45.024.705,15.669.214,Tf,deep cave,,5,,"6,8","10,17249966","10,17249966","29,34000015",1275,21,"301,4767847",,,6,3,1,nan,67,25
8733,Suvaja,Croatia,27.1.2024.,2024-01-27,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,344,44.982.301,15.701.973,tb,deep cave,,3,,"7,4","10,11933327","10,11933327","29,36399841",1290,18,"294,1238842",,,1.5,0.5,1,77.6,71,4
8759,Pišurka,Croatia,14.4.2024.,2024-04-14,1f,1,Leptonetidae,Barusia,korculana,Barusia korculana,17,42.959.451,17.129.228,tb,deep cave,,5,,"13,925","14,0666666","14,0666666","24,28125",833,25,"105,2150766","84,833",,6,1.3,1,86,75,32
8760,Pišurka,Croatia,14.4.2024.,2024-04-14,1f,1,Dysderidae,Folkia,haasi,Folkia haasi,17,42.959.451,17.129.228,Tb,deep cave,,5,,"13,925","14,0666666","14,0666666","24,28125",833,25,"105,2150766","84,833",,6,1.3,1,86,75,32
8761,Pišurka,Croatia,14.4.2024.,2024-04-14,1f,1,Dysderidae,Folkia,haasi,Folkia haasi,17,42.959.451,17.129.228,Tb,deep cave,,5,,"13,925","14,0666666","14,0666666","24,28125",833,25,"105,2150766","84,833",,6,1.3,1,86,75,32
8762,Ostaševica,Croatia,17.4.2024.,2024-04-17,1f,1,Dysderidae,Folkia,inermis,Folkia inermis,302,42.748.959,17.544.404,tb,deep cave,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
8763,Ostaševica,Croatia,17.4.2024.,2024-04-17,1f,1,Dysderidae,Folkia,inermis,Folkia inermis,302,42.748.959,17.544.404,tb,deep cave,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
8764,Male ponte,Croatia,16.4.2024.,2024-04-16,1f,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,258,42.761.389,17.430.786,Tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
8765,Špilja kod Nerezinog dola,Croatia,16.4.2024.,2024-04-16,1f,1,Agelenidae,Histopona,bidens,Histopona bidens,177,42.758.378,17.436.094,tb,deep cave,,6,,"13,883","16,10370445","16,10370445","23,88333321",874,24,"106,1225494","95,342",,6,2.5,1,nan,35,5.5
