sample ID;locality;country;Collection date;eventDate;Number and gender;individualCount;Family;Genus;species;scientific name;Z;decimalLatitude;decimalLongitude;Troglomorphy;habitat;joint coordinates;unique species count;air temperature;deepest air temperature;média temperature
78;Gali?njak;Croatia;2.5.2008.;2008-05-02;1 f;1;Leptonetidae;Sulcia;sp. 6;Sulcia sp. 6;;42 720 118;1 767 071;Tf;cave entrance;427 201 181 767 071;11;;;13,6
79;Gali?njak;Croatia;2.5.2008.;2008-05-02;2 m, 2 f, 1 juv;5;Leptonetidae;Sulcia;sp. 6;Sulcia sp. 6;;42 720 118;1 767 071;Tf;cave entrance;427 201 181 767 071;11;;;13,6
80;Gali?njak;Croatia;2.5.2008.;2008-05-02;1m, 1f, 1 juv;3;Leptonetidae;Sulcia;sp. 6;Sulcia sp. 6;;42 720 118;1 767 071;Tf;cave entrance;427 201 181 767 071;11;;;13,6
86;Gali?njak;Croatia;2.5.2008.;2008-05-02;2 m, 1 juv;3;Leptonetidae;Barusia;maheni;Barusia maheni;;42 720 118;1 767 071;tf;deep cave;427 201 181 767 071;11;;;13,6
87;Špilja kod Nerezinog dola;Croatia;27.4.2008.;2008-04-27;1 juv f;1;Leptonetidae;Barusia;maheni;Barusia maheni;;42 758 378;17 436 094;tf;deep cave;4 275 837 817 436 090;6;;;15,5
87;Špilja kod Nerezinog dola;Croatia;27.4.2008.;2008-04-27;1 juv f;1;Leptonetidae;Barusia;maheni;Barusia maheni;;42 758 378;17 436 094;tf;deep cave;4 275 837 817 436 090;6;;;12,267
89;Movrica;Croatia;28.4.2008.;2008-04-28;1 f, 2 juv m;3;Leptonetidae;Sulcia;nocturna;Sulcia nocturna;;42 752 604;17 551 145;;deep cave;4 275 260 417 551 140;6;;;11,9
90;Male ponte;Croatia;27.4.2008.;2008-04-27;1 f;1;Linyphiidae;Palliduphantes;sp. 1;Palliduphantes sp. 1;;42 761 389;17 430 786;tf;deep cave;4 276 138 917 430 780;7;;;14,45
96;Male ponte;Croatia;14.4.2007.;2007-04-14;1f, 1 juv;2;Leptonetidae;Sulcia;nocturna;Sulcia nocturna;;42 761 389;17 430 786;;deep cave;4 276 138 917 430 780;7;;;14,45
98;Gali?njak;Croatia;10.4.2007.;2007-04-10;1 m;1;Leptonetidae;Barusia;maheni;Barusia maheni;;42 720 118;1 767 071;tf;deep cave;427 201 181 767 071;11;;;13,6
99;Ostaševica;Croatia;8.4.2007.;2007-04-08;1f, 1 juv;2;Leptonetidae;Sulcia;nocturna;Sulcia nocturna;220;42 748 959;17 544 404;;deep cave;4 274 895 917 544 400;9;;;11,4
100;Gali?njak;Croatia;14.4.2007.;2007-04-14;1 m;1;Leptonetidae;Barusia;maheni;Barusia maheni;;42 720 118;1 767 071;tf;deep cave;427 201 181 767 071;11;;;13,6
102;Male ponte;Croatia;9.4.2007.;2007-04-09;1 f;1;Leptonetidae;Barusia;maheni;Barusia maheni;;42 761 389;17 430 786;tf;deep cave;4 276 138 917 430 780;7;;;14,45
103;Male ponte;Croatia;9.4.2007.;2007-04-09;1 m, 1 f, 1 juv;3;Leptonetidae;Sulcia;nocturna;Sulcia nocturna;;42 761 389;17 430 786;;deep cave;4 276 138 917 430 780;7;;;14,45
104;Špilja kod Nerezinog dola;Croatia;7.4.2007.;2007-04-07;1 m, 3 juv;4;Leptonetidae;Barusia;maheni;Barusia maheni;;42 758 378;17 436 094;tf;deep cave;4 275 837 817 436 090;6;;;15,5
104;Špilja kod Nerezinog dola;Croatia;7.4.2007.;2007-04-07;1 m, 3 juv;4;Leptonetidae;Barusia;maheni;Barusia maheni;;42 758 378;17 436 094;tf;deep cave;4 275 837 817 436 090;6;;;12,267
105;Špilja u Solinama;Croatia;11.4.2007.;2007-04-11;1 m, 1 f;2;Leptonetidae;Barusia;maheni;Barusia maheni;17;42 768 021;17 377 062;tf;deep cave;4 276 802 117 377 060;5;;;10,3
105;Špilja u Solinama;Croatia;11.4.2007.;2007-04-11;1 m, 1 f;2;Leptonetidae;Barusia;maheni;Barusia maheni;17;42 768 021;17 377 062;tf;deep cave;4 276 802 117 377 060;5;;;6,25
105;Špilja u Solinama;Croatia;11.4.2007.;2007-04-11;1 m, 1 f;2;Leptonetidae;Barusia;maheni;Barusia maheni;17;42 768 021;17 377 062;tf;deep cave;4 276 802 117 377 060;5;;;10,3
109;Špilja kod Nerezinog dola;Croatia;7.4.2007.;2007-04-07;1 m, 2 f;3;Leptonetidae;Barusia;maheni;Barusia maheni;;42 758 378;17 436 094;tf;deep cave;4 275 837 817 436 090;6;;;15,5
109;Špilja kod Nerezinog dola;Croatia;7.4.2007.;2007-04-07;1 m, 2 f;3;Leptonetidae;Barusia;maheni;Barusia maheni;;42 758 378;17 436 094;tf;deep cave;4 275 837 817 436 090;6;;;12,267
111;Male ponte;Croatia;9.4.2007.;2007-04-09;1 f;1;Linyphiidae;Palliduphantes;sp. 1;Palliduphantes sp. 1;;42 761 389;17 430 786;tf;deep cave;4 276 138 917 430 780;7;;;14,45
112;Ostaševica;Croatia;8.4.2007.;2007-04-08;2 juv;2;Agelenidae;Histopona;bidens;Histopona bidens;220;42 748 959;17 544 404;tb;deep cave;4 274 895 917 544 400;9;;;11,4
113;Špilja kod Nerezinog dola;Croatia;7.4.2007.;2007-04-07;1 juv;1;Agelenidae;Histopona;bidens;Histopona bidens;;42 758 378;17 436 094;tb;deep cave;4 275 837 817 436 090;6;;;15,5
113;Špilja kod Nerezinog dola;Croatia;7.4.2007.;2007-04-07;1 juv;1;Agelenidae;Histopona;bidens;Histopona bidens;;42 758 378;17 436 094;tb;deep cave;4 275 837 817 436 090;6;;;12,267
114;Male ponte;Croatia;9.4.2007.;2007-04-09;1 juv;1;Agelenidae;Histopona;bidens;Histopona bidens;250;42 761 389;17 430 786;tb;deep cave;4 276 138 917 430 780;7;;;14,45
118;Gali?njak;Croatia;10.4.2007.;2007-04-10;1m;1;Nemesiidae;Nemesia;sp. 1;Nemesia sp. 1;;42 720 118;1 767 071;;;427 201 181 767 071;11;;;13,6
119;Gali?njak;Croatia;14.4.2007.;2007-04-14;2 juv;2;Agelenidae;Histopona;bidens;Histopona bidens;;42 720 118;1 767 071;tb;deep cave;427 201 181 767 071;11;;;13,6
120;Male ponte;Croatia;9.4.2007.;2007-04-09;2 juv;2;Agelenidae;Histopona;bidens;Histopona bidens;250;42 761 389;17 430 786;tb;deep cave;4 276 138 917 430 780;7;;;14,45
122;Movrica;Croatia;8.4.2007.;2007-04-08;2 juv;2;Agelenidae;Histopona;bidens;Histopona bidens;;42 752 604;17 551 145;tb;deep cave;4 275 260 417 551 140;6;;;11,9
123;Špilja kod Vrha spile;Croatia;9.4.2007.;2007-04-09;1 juv;1;Agelenidae;Histopona;bidens;Histopona bidens;;42 776 757;17 420 591;tb;deep cave;4 277 675 717 420 590;3;;;9,4
124;Mala špilja, Blato;Croatia;12.4.2007.;2007-04-12;2 juv;2;Dysderidae;Folkia;inermis;Folkia inermis;;42 764 498;17 471 054;Tb;deep cave;4 276 449 817 471 050;5;;;
125;Gali?njak;Croatia;10.4.2007.;2007-04-10;1 juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;;42 720 118;1 767 071;;;427 201 181 767 071;11;;;13,6
126;Špilja u Solinama;Croatia;11.4.2007.;2007-04-11;1 juv;1;Dysderidae;Folkia;sp. 5;Folkia sp. 5;17;42 768 021;17 377 062;Tb;deep cave;4 276 802 117 377 060;5;;;10,3
126;Špilja u Solinama;Croatia;11.4.2007.;2007-04-11;1 juv;1;Dysderidae;Folkia;sp. 5;Folkia sp. 5;17;42 768 021;17 377 062;Tb;deep cave;4 276 802 117 377 060;5;;;6,25
126;Špilja u Solinama;Croatia;11.4.2007.;2007-04-11;1 juv;1;Dysderidae;Folkia;sp. 5;Folkia sp. 5;17;42 768 021;17 377 062;Tb;deep cave;4 276 802 117 377 060;5;;;10,3
127;Mala špilja, Blato;Croatia;12.4.2007.;2007-04-12;1 juv;1;Dysderidae;Folkia;inermis;Folkia inermis;;42 764 498;17 471 054;Tb;deep cave;4 276 449 817 471 050;5;;;
128;Male ponte;Croatia;9.4.2007.;2007-04-09;1 juv;1;Dysderidae;Folkia;sp. 5;Folkia sp. 5;;42 761 389;17 430 786;Tb;deep cave;4 276 138 917 430 780;7;;;14,45
129;Špilja kod Nerezinog dola;Croatia;7.4.2007.;2007-04-07;1 juv;1;Dysderidae;Folkia;inermis;Folkia inermis;;42 758 378;17 436 094;Tb;deep cave;4 275 837 817 436 090;6;;;15,5
129;Špilja kod Nerezinog dola;Croatia;7.4.2007.;2007-04-07;1 juv;1;Dysderidae;Folkia;inermis;Folkia inermis;;42 758 378;17 436 094;Tb;deep cave;4 275 837 817 436 090;6;;;12,267
130;Mala špilja, Blato;Croatia;12.4.2007.;2007-04-12;1 juv;1;Dysderidae;Folkia;inermis;Folkia inermis;;42 764 498;17 471 054;Tb;deep cave;4 276 449 817 471 050;5;;;
131;Male ponte;Croatia;13.4.2007.;2007-04-13;1f;1;Dysderidae;Folkia;sp. 5;Folkia sp. 5;;42 761 389;17 430 786;Tb;deep cave;4 276 138 917 430 780;7;;;14,45
133;Movrica;Croatia;8.4.2007.;2007-04-08;1 f;1;Linyphiidae;Bathyphantes;sp. 1;Bathyphantes sp. 1;;42 752 604;17 551 145;Tx;;4 275 260 417 551 140;6;;;11,9
134;Špilja u Solinama;Croatia;11.4.2007.;2007-04-11;1 f;1;Familia x;Gen.;sp.;Gen. sp.;17;42 768 021;17 377 062;;;4 276 802 117 377 060;5;;;10,3
134;Špilja u Solinama;Croatia;11.4.2007.;2007-04-11;1 f;1;Familia x;Gen.;sp.;Gen. sp.;17;42 768 021;17 377 062;;;4 276 802 117 377 060;5;;;6,25
134;Špilja u Solinama;Croatia;11.4.2007.;2007-04-11;1 f;1;Familia x;Gen.;sp.;Gen. sp.;17;42 768 021;17 377 062;;;4 276 802 117 377 060;5;;;10,3
135;Male ponte;Croatia;9.4.2007.;2007-04-09;1 f;1;Linyphiidae;Bathyphantes;sp. 1;Bathyphantes sp. 1;;42 761 389;17 430 786;Tx;;4 276 138 917 430 780;7;;;14,45
136;Mala špilja, Blato;Croatia;12.4.2007.;2007-04-12;1 f;1;Linyphiidae;Bathyphantes;sp. 1;Bathyphantes sp. 1;;42 764 498;17 471 054;Tx;;4 276 449 817 471 050;5;;;
139;Ostaševica;Croatia;28.4.2008.;2008-04-28;1m;1;Dysderidae;Folkia;inermis;Folkia inermis;220;42 748 959;17 544 404;Tb;deep cave;4 274 895 917 544 400;9;;;11,4
140;Ostaševica;Croatia;28.4.2008.;2008-04-28;1m;1;Agelenidae;Histopona;bidens;Histopona bidens;220;42 748 959;17 544 404;tb;deep cave;4 274 895 917 544 400;9;;;11,4
141;Jama Me?ugra?en;Croatia;30.4.2008.;2008-04-30;3 juv;3;Agelenidae;Histopona;bidens;Histopona bidens;;42 737 934;1 755 671;tb;deep cave;427 379 341 755 671;3;;;15,8
142;Jama Me?ugra?en;Croatia;30.4.2008.;2008-04-30;1f;1;Dysderidae;Folkia;inermis;Folkia inermis;;42 737 934;1 755 671;Tb;deep cave;427 379 341 755 671;3;;;15,8
143;Vilina špilja-Izvor Omble;Croatia;1.11.2008.;2008-11-01;2m, 1 juv;3;Leptonetidae;Sulcia;sp. 2;Sulcia sp. 2;137;4 267 716;18 136 236;Tb;deep cave;426 771 618 136 236;5;;;
144;Mo?iljska špilja;Croatia;1.11.2008.;2008-11-01;1f;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;410;42 689 061;18 071 906;tf;deep cave;4 268 906 118 071 900;6;;15,4;14,7
146;Debela ljut;Croatia;31.10.2008.;2008-10-31;1f, 2 juv;3;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;258;42 717 699;18 022 036;tf;deep cave;4 271 769 918 022 030;8;;15,6;15,6
147;Debela ljut;Croatia;31.10.2008.;2008-10-31;1 f;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;42 717 699;18 022 036;;;4 271 769 918 022 030;8;;15,6;15,6
148;Banova ljut;Croatia;31.10.2008.;2008-10-31;1 juv m;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;42 724 023;18 023 649;tf;deep cave;4 272 402 318 023 640;4;;;15,2
152;Jama Zadubravica;Croatia;3.11.2008.;2008-11-03;1 juv m, 1f;2;Leptonetidae;Sulcia;sp. X;Sulcia sp. X;;42 771 666;17 936 425;;;4 277 166 617 936 420;3;;;11,45
154;Jama na vrh Prodoli;Croatia;4.11.2008.;2008-11-04;1 m;1;Leptonetidae;Barusia;maheni;Barusia maheni;;42 720 837;18 021 231;tf;deep cave;4 272 083 718 021 230;1;;;21,6
156;Debela ljut;Croatia;31.10.2008.;2008-10-31;1m, 1 juv;2;Leptonetidae;Barusia;maheni;Barusia maheni;;42 717 699;18 022 036;tf;deep cave;4 271 769 918 022 030;8;;15,6;15,6
160;Pe?ina u Gaju;Croatia;1.11.2008.;2008-11-01;1 juv;1;Agelenidae;Histopona;sp.;Histopona sp.;;42 704 486;1 808 282;;deep cave;427 044 861 808 282;2;;;
161;Pe?ina u Gaju;Croatia;1.11.2008.;2008-11-01;1m, 1juv f;2;Leptonetidae;Sulcia;sp. 14;Sulcia sp. 14;;42 704 486;1 808 282;;;427 044 861 808 282;2;;;
162;Špijaturica;Croatia;5.11.2008.;2008-11-05;1m, 1f;2;Leptonetidae;Barusia;maheni;Barusia maheni;340;42 835 204;17 806 752;tf;deep cave;4 283 520 417 806 750;3;;;
169;Vilina špilja-Izvor Omble;Croatia;1.11.2008.;2008-11-01;1f;1;Agelenidae;Histopona;dubia;Histopona dubia;137;4 267 716;18 136 236;tb;deep cave;426 771 618 136 236;5;;;
170;Vilinska špilja;Croatia;4.11.2008.;2008-11-04;1f;1;Linyphiidae;Troglohyphantes;salax;Troglohyphantes salax;;42 797 852;17 922 663;tb;deep cave;4 279 785 217 922 660;2;;;
171;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1 m;1;Leptonetidae;Barusia;maheni;Barusia maheni;523;42 726 207;18 039 158;tf;deep cave;4 272 620 718 039 150;9;;;
173;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1 juv m;1;Agelenidae;Histopona;dubia;Histopona dubia;523;42 726 207;18 039 158;tb;deep cave;4 272 620 718 039 150;9;;;
174;Špijaturica;Croatia;5.11.2008.;2008-11-05;5m, 2f;7;Leptonetidae;Barusia;maheni;Barusia maheni;;42 835 204;17 806 752;tf;deep cave;4 283 520 417 806 750;3;;;
175;Vilina špilja-Izvor Omble;Croatia;1.11.2008.;2008-11-01;1 juv;1;Agelenidae;Histopona;sp.;Histopona sp.;137;4 267 716;18 136 236;;deep cave;426 771 618 136 236;5;;;
176;Vilina špilja-Izvor Omble;Croatia;1.11.2008.;2008-11-01;2m, 1f, 3 juv;6;Leptonetidae;Sulcia;sp. 2;Sulcia sp. 2;137;4 267 716;18 136 236;Tb;deep cave;426 771 618 136 236;5;;;
180;Jama Zadubravica;Croatia;3.11.2008.;2008-11-03;1f;1;Agelenidae;Histopona;conveniens;Histopona conveniens;;42 771 666;17 936 425;Tf;deep cave;4 277 166 617 936 420;3;;;11,45
181;Aragonka;Croatia;26.3.2008.;2008-03-26;1 juv;1;Agelenidae;Histopona;sp.;Histopona sp.;306;42 713 284;18 019 397;;deep cave;4 271 328 418 019 390;3;;;
182;Aragonka;Croatia;26.3.2008.;2008-03-26;1 f;1;Agelenidae;Histopona;dubia;Histopona dubia;306;42 713 284;18 019 397;tb;deep cave;4 271 328 418 019 390;3;;;
183;Jama u Zabira?u;Croatia;30.3.2008.;2008-03-30;1m, 2 juv;3;Dysderidae;Dysdera;sp. 1;Dysdera sp. 1;;42 732 667;18 049 328;;;4 273 266 718 049 320;3;;;11,9
184;Kriva?a špilja;Croatia;31.3.2008.;2008-03-31;1f;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42 730 217;18 067 602;Tb;deep cave;4 273 021 718 067 600;1;;;8,9
185;Jama u Zabira?u;Croatia;30.3.2008.;2008-03-30;1m;1;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;;42 732 667;18 049 328;Tb;deep cave;4 273 266 718 049 320;3;;;11,9
186;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1 f;1;Agelenidae;Tegenaria;annulata;Tegenaria annulata;523;42 726 207;18 039 158;tf;deep cave;4 272 620 718 039 150;9;;;
187;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1m, 2 juv;3;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;523;42 726 207;18 039 158;Tb;deep cave;4 272 620 718 039 150;9;;;
188;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1f;1;Linyphiidae;Troglohyphantes;affinis;Troglohyphantes affinis;523;42 726 207;18 039 158;tb;deep cave;4 272 620 718 039 150;9;;;
189;Kriva?a špilja;Croatia;31.3.2008.;2008-03-31;1f;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42 730 217;18 067 602;Tb;deep cave;4 273 021 718 067 600;1;;;8,9
190;Jama u Zabira?u;Croatia;2.11.2008.;2008-11-02;2f;2;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;;42 732 667;18 049 328;Tb;deep cave;4 273 266 718 049 320;3;;;11,9
191;Jama Zadubravica;Croatia;3.11.2008.;2008-11-03;1f;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42 771 666;17 936 425;Tb;deep cave;4 277 166 617 936 420;3;;;11,45
192;Vilina špilja-Izvor Omble;Croatia;1.11.2008.;2008-11-01;1f;1;Dysderidae;Stalagtia;sp. 2;Stalagtia sp. 2;137;4 267 716;18 136 236;Tb;deep cave;426 771 618 136 236;5;;;
193;Aragonka;Croatia;26.3.2008.;2008-03-26;1f, 1 juv;2;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;306;42 713 284;18 019 397;Tb;deep cave;4 271 328 418 019 390;3;;;
194;Špilja na vrh Toraca;Croatia;26.3.2008.;2008-03-26;1f;1;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;;42 705 575;1 803 049;Tb;deep cave;427 055 751 803 049;3;;15,5;15,275
195;Špijaturica;Croatia;5.11.2008.;2008-11-05;1 juv;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42 835 204;17 806 752;Tb;deep cave;4 283 520 417 806 750;3;;;
196;Jama uz stazu na Sv. Nikoli;Croatia;28.3.2008.;2008-03-28;2 juv;2;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;;42 700 426;18 028 022;Tb;deep cave;4 270 042 618 028 020;2;;;
197;Vilina špilja-Izvor Omble;Croatia;1.11.2008.;2008-11-01;1 juv;1;Dysderidae;Stalagtia;sp. 2;Stalagtia sp. 2;137;4 267 716;18 136 236;Tb;deep cave;426 771 618 136 236;5;;;
198;Vilinska špilja;Croatia;4.11.2008.;2008-11-04;2 juv;2;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42 797 852;17 922 663;Tb;deep cave;4 279 785 217 922 660;2;;;
199;Rudina;Croatia;27.3.2008.;2008-03-27;1 juv;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42 721 999;18 015 321;Tb;deep cave;4 272 199 918 015 320;3;;;
200;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1 juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;523;42 726 207;18 039 158;;;4 272 620 718 039 150;9;;;
201;Jama Zadubravica;Croatia;31.3.2008.;2008-03-31;3 juv;3;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42 771 666;17 936 425;Tb;deep cave;4 277 166 617 936 420;3;;;11,45
202;Mo?iljska špilja;Croatia;1.11.2008.;2008-11-01;1 juv;1;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;410;42 689 061;18 071 906;Tb;deep cave;4 268 906 118 071 900;6;;15,4;14,7
203;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1m;1;Linyphiidae;Micrargus;herbigradus;Micrargus herbigradus;523;42 726 207;18 039 158;Tf;deep cave;4 272 620 718 039 150;9;;;
204;Špijaturica;Croatia;5.11.2008.;2008-11-05;2 f;2;Linyphiidae;Asthenargus;bracianus;Asthenargus bracianus;;42 835 204;17 806 752;tf;deep cave;4 283 520 417 806 750;3;;;
205;Debela ljut;Croatia;31.10.2008.;2008-10-31;1f, 1m;2;Linyphiidae;Asthenargus;bracianus;Asthenargus bracianus;;42 717 699;18 022 036;tf;deep cave;4 271 769 918 022 030;8;;15,6;15,6
207;Debela ljut;Croatia;31.10.2008.;2008-10-31;1 f;1;Linyphiidae;Asthenargus;bracianus;Asthenargus bracianus;;42 717 699;18 022 036;tf;deep cave;4 271 769 918 022 030;8;;15,6;15,6
208;Jama u Zabira?u;Croatia;30.3.2008.;2008-03-30;1f;1;Linyphiidae;Centromerus;raridentatus sp.n.;Centromerus raridentatus sp.n.;;42 732 667;18 049 328;;;4 273 266 718 049 320;3;;;11,9
209;Jama uz stazu na Sv. Nikoli;Croatia;28.3.2008.;2008-03-28;1 f;1;Linyphiidae;Gen. 2;sp. 1;Gen. 2 sp. 1;;42 700 426;18 028 022;;;4 270 042 618 028 020;2;;;
210;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1 m;1;Linyphiidae;Asthenargus;bracianus;Asthenargus bracianus;523;42 726 207;18 039 158;tf;deep cave;4 272 620 718 039 150;9;;;
211;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1 ?;;Linyphiidae;Gen. 1;sp. 1;Gen. 1 sp. 1;523;42 726 207;18 039 158;;;4 272 620 718 039 150;9;;;
213;Špijaturica;Croatia;5.11.2008.;2008-11-05;2f, 2m;4;Linyphiidae;Asthenargus;bracianus;Asthenargus bracianus;;42 835 204;17 806 752;tf;deep cave;4 283 520 417 806 750;3;;;
214;?injadra;Croatia;5.1.2009.;2009-01-05;1 f, 1 juv;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;294;43 339 771;16 599 423;tf;deep cave;4 333 977 116 599 420;2;;;15,1
215;?injadra;Croatia;22.10.2007.;2007-10-22;1 f, 5 juv;6;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;294;43 339 771;16 599 423;tf;deep cave;4 333 977 116 599 420;2;;;15,1
219;Špilja pod Zimzelom;Croatia;25.6.2008.;2008-06-25;1 m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;765;45 281 948;15 115 239;Tb;deep cave;4 528 194 815 115 230;1;;;8
220;Špilja pod Zimzelom;Croatia;25.6.2008.;2008-06-25;1 m, 1f;2;Dysderidae;Parastalita;stygia;Parastalita stygia;765;45 281 948;15 115 239;Tb;deep cave;4 528 194 815 115 230;1;;;8
221;Špilja pod Zimzelom;Croatia;14.12.2008.;2008-12-14;1 m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;765;45 281 948;15 115 239;Tb;deep cave;4 528 194 815 115 230;1;;;8
222;Špilja pod Zimzelom;Croatia;14.12.2008.;2008-12-14;2 f;2;Dysderidae;Parastalita;stygia;Parastalita stygia;765;45 281 948;15 115 239;Tb;deep cave;4 528 194 815 115 230;1;;;8
223;Krumpirište;Croatia;13.10.2007.;2007-10-13;1 m;1;Linyphiidae;Troglohyphantes;sp. 12;Troglohyphantes sp. 12;860;4 590 677;1 595 285;tf;shallow subterranean habitat;45 906 771 595 285;1;;;
224;Kranjica pe?ina;Croatia;13.10.2007.;2007-10-13;1m, 1f;2;Agelenidae;Tegenaria;bosnica;Tegenaria bosnica;820;43 959 462;16 475 197;;deep cave;4 395 946 216 475 190;2;;;
225;Suhodolka;Croatia;26.10.2008.;2008-10-26;1f;1;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;658;45 504 451;17 698 877;;deep cave;4 550 445 117 698 870;1;;;
226;Suhodolka;Croatia;24.10.2008.;2008-10-24;1f;1;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;658;45 504 451;17 698 877;;deep cave;4 550 445 117 698 870;1;;;
227;Kova?ica jama;Croatia;25.10.2008.;2008-10-25;1f, 1m, 1juv;3;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;45 519 178;1 765 444;;deep cave;455 191 781 765 444;4;;;9,3
228;Lijepa jama;Croatia;27.10.2008.;2008-10-27;2m, 1 juv;3;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;725;45 501 686;17 708 297;;deep cave;4 550 168 617 708 290;1;;;10,8
230;Jama iznad Jezerca;Croatia;27.10.2008.;2008-10-27;2 m;2;Linyphiidae;Porrhomma;microps;Porrhomma microps;607;45 504 726;17 684 095;Tf;deep cave;4 550 472 617 684 090;1;;9,6;9,85
231;Jama na Bilu;Croatia;25.10.2008.;2008-10-25;1m, 2f, 1juv;4;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;630;45 512 599;17 693 701;;deep cave;4 551 259 917 693 700;1;;;8,9
233;Suhodolka;Croatia;24.10.2008.;2008-10-24;6m, 7f, 5juv;18;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;658;45 504 451;17 698 877;;deep cave;4 550 445 117 698 870;1;;;
235;Oko jame Kova?ice;Croatia;25.10.2008.;2008-10-25;1m;1;Cybaeidae;Mastigusa;macrophthalma;Mastigusa macrophthalma;;45 519 178;1 765 444;Tx;Shallow subterranean habitat;455 191 781 765 444;4;;;
236;Oko jame Kova?ice;Croatia;25.10.2008.;2008-10-25;1f;1;Amaurobidae;Amaurobius;jugorum;Amaurobius jugorum;;45 519 178;1 765 444;Tx;epigean habitat;455 191 781 765 444;4;;;
237;Oko jame Kova?ice;Croatia;25.10.2008.;2008-10-25;1f;1;Hahniidae;Cicurina;cicur;Cicurina cicur;;45 519 178;1 765 444;tf;epigean habitat;455 191 781 765 444;4;;;
239;Osinec jama;Croatia;14.10.2008.;2008-10-14;1f;1;Agelenidae;Tegenaria;ferruginea;Tegenaria ferruginea;524;46 163 969;16 111 277;Tf;deep cave;4 616 396 916 111 270;2;;;
240;Velika špilja, Pokojec;Croatia;19.10.2008.;2008-10-19;1 f;1;Corinnidae;Gen.;sp.;Gen. sp.;;46 170 142;16 237 915;;;4 617 014 216 237 910;1;;;
241;Matekova špilja 2;Croatia;16.10.2008.;2008-10-16;1 f;1;Cybaeidae;Cybaeus;sp. 1;Cybaeus sp. 1;;46 188 341;16 123 401;;;4 618 834 116 123 400;1;;;
242;Špilja u Bukevju;Croatia;18.10.2008.;2008-10-18;2f;2;Amaurobidae;Amaurobius;fenestralis;Amaurobius fenestralis;;46 206 924;16 143 971;Tx;deep cave;4 620 692 416 143 970;2;;;
243;Osinec jama;Croatia;29.5.2008.;2008-05-29;3 juv;3;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;524;46 163 969;16 111 277;;deep cave;4 616 396 916 111 270;2;;;
244;Špilja na Pisanoj pe?ini;Croatia;19.10.2008.;2008-10-19;3 juv;3;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;461;46 177 112;16 220 637;;deep cave;4 617 711 216 220 630;1;;;
245;Špilja na Pisanoj pe?ini;Croatia;14.5.2008.;2008-05-14;1 juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;461;46 177 112;16 220 637;;deep cave;4 617 711 216 220 630;1;;;
247;Zdenec pri Ciglaru;Croatia;14.5.2008.;2008-05-14;2 juv;2;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;251;46 283 906;1 606 104;tf;deep cave;462 839 061 606 104;4;;;
