sample ID;locality;country;Collection date;eventDate;Number and gender;individualCount;Family;Genus;species;scientific name;Z;decimalLatitude;decimalLongitude;Troglomorphy;habitat;joint coordinates;unique species count;air temperature;deepest air temperature;média temperature
8163;Oštirova jama;Croatia;6.9.2023.;2023-09-06;1f;1;Linyphiidae;Troglohyphantes;brignolii;Troglohyphantes brignolii;;45 355 854;14 123 988;tb;deep cave;4 535 585 414 123 980;3;;;
8165;Pe?ina kod planinarske ku?e Pavlovac;Croatia;8.9.2023.;2023-09-08;1m, 1f;2;Linyphiidae;Troglohyphantes;brignolii;Troglohyphantes brignolii;;45 371 352;14 191 845;tb;deep cave;4 537 135 214 191 840;1;;;4,1
8166;Pe?ina kod planinarske ku?e Pavlovac;Croatia;8.9.2023.;2023-09-08;1m;1;Linyphiidae;Troglohyphantes;brignolii;Troglohyphantes brignolii;;45 371 352;14 191 845;tb;deep cave;4 537 135 214 191 840;1;;;4,1
8169;Pe?ina u Topolovcu;Croatia;8.9.2023.;2023-09-08;1f;1;Tetragnathidae;Metellina;merianae;Metellina merianae;;45 374 121;14 193 699;Tf;deep cave;4 537 412 114 193 690;2;;;
8170;Pe?ina u Topolovcu;Croatia;8.9.2023.;2023-09-08;2m, 2juv;4;Linyphiidae;Troglohyphantes;brignolii;Troglohyphantes brignolii;;45 374 121;14 193 699;tb;deep cave;4 537 412 114 193 690;2;;;
8171;Pe?ina u Topolovcu;Croatia;8.9.2023.;2023-09-08;1f, 2juv;3;Linyphiidae;Troglohyphantes;brignolii;Troglohyphantes brignolii;;45 374 121;14 193 699;tb;deep cave;4 537 412 114 193 690;2;;;
8172;Jama na Patohovcu;Croatia;7.9.2023.;2023-09-07;1m, 1f, 1juv;3;Linyphiidae;Troglohyphantes;brignolii;Troglohyphantes brignolii;;45 317 839;14 235 328;tb;deep cave;4 531 783 914 235 320;1;;;
8173;Jama na Patohovcu;Croatia;7.9.2023.;2023-09-07;1f, 1juvm;2;Linyphiidae;Troglohyphantes;brignolii;Troglohyphantes brignolii;;45 317 839;14 235 328;tb;deep cave;4 531 783 914 235 320;1;;;
8176;Šipun;Croatia;6.6.2011.;2011-06-06;1f/juv;1;Dysderidae;Harpactea;sp. 4;Harpactea sp. 4;;42 583 646;18 217 986;Tb;deep cave;4 258 364 618 217 980;11;;;15,4
8177;?urovi?a jama;Croatia;17.11.2010.;2010-11-17;1f;1;Dysderidae;Rhode;sp. 2;Rhode sp. 2;;42 559 979;18 263 559;Tb;deep cave;4 255 997 918 263 550;4;;;17,267
8178;Šipun;Croatia;20.12.2011.;2011-12-20;1f;1;Dysderidae;Folkia;sp. 6;Folkia sp. 6;;42 583 646;18 217 986;Tb;deep cave;4 258 364 618 217 980;11;;;15,4
8180;Piskovica;Croatia;2.7.2023.;2023-07-02;1f;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;45 262 098;14 037 008;tf;deep cave;4 526 209 814 037 000;7;;;
8181;Piskovica;Croatia;2.7.2023.;2023-07-02;1f;1;Agelenidae;Tegenaria;sp. X;Tegenaria sp. X;;45 262 098;14 037 008;;;4 526 209 814 037 000;7;;;
8182;Golubinka više Mrši?a strane;Croatia;2.9.2023.;2023-09-02;1m;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;4 412 501;15 807 683;tf;deep cave;441 250 115 807 683;3;;7,1;7,45
8183;Zametska pe?ina;Croatia;4.11.2023.;2023-11-04;1f;1;Dysderidae;Rhode;aspinifera;Rhode aspinifera;;45 346 381;14 386 117;tb;deep cave;4 534 638 114 386 110;1;;;
8184;Zametska pe?ina;Croatia;4.11.2023.;2023-11-04;1m;1;Dysderidae;Rhode;aspinifera;Rhode aspinifera;;45 346 381;14 386 117;tb;deep cave;4 534 638 114 386 110;1;;;
8185;Zametska pe?ina;Croatia;4.11.2023.;2023-11-04;1m;1;Dysderidae;Rhode;aspinifera;Rhode aspinifera;;45 346 381;14 386 117;tb;deep cave;4 534 638 114 386 110;1;;;
8186;Zametska pe?ina;Croatia;4.11.2023.;2023-11-04;1f;1;Dysderidae;Rhode;aspinifera;Rhode aspinifera;;45 346 381;14 386 117;tb;deep cave;4 534 638 114 386 110;1;;;
8187;Zametska pe?ina;Croatia;4.11.2023.;2023-11-04;1f;1;Dysderidae;Rhode;aspinifera;Rhode aspinifera;;45 346 381;14 386 117;tb;deep cave;4 534 638 114 386 110;1;;;
8188;Zametska pe?ina;Croatia;4.11.2023.;2023-11-04;1f;1;Dysderidae;Rhode;aspinifera;Rhode aspinifera;;45 346 381;14 386 117;tb;deep cave;4 534 638 114 386 110;1;;;
8189;Zametska pe?ina;Croatia;4.11.2023.;2023-11-04;1f;1;Dysderidae;Rhode;aspinifera;Rhode aspinifera;;45 346 381;14 386 117;tb;deep cave;4 534 638 114 386 110;1;;;
8190;Vugrinova špilja;Croatia;29.6.2023.;2023-06-29;1f, 1juv;2;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;310;4 577 395;1 570 102;tf;deep cave;45 773 951 570 102;7;;;
8191;Vugrinova špilja;Croatia;29.6.2023.;2023-06-29;1f, 1juvm;2;Agelenidae;Tegenaria;sp. X;Tegenaria sp. X;310;4 577 395;1 570 102;;;45 773 951 570 102;7;;;
8192;Vugrinova špilja;Croatia;29.6.2023.;2023-06-29;1juvf;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;310;4 577 395;1 570 102;tf;deep cave;45 773 951 570 102;7;;;
8194;Vugrinova špilja;Croatia;18.3.2023.;2023-03-18;1f;1;Agelenidae;Tegenaria;sp. X;Tegenaria sp. X;310;4 577 395;1 570 102;;;45 773 951 570 102;7;;;
8195;Vugrinova špilja;Croatia;18.3.2023.;2023-03-18;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;310;4 577 395;1 570 102;tf;deep cave;45 773 951 570 102;7;;;
8196;Vugrinova špilja;Croatia;29.6.2023.;2023-06-29;1juvf, 1juvm, 1juv;3;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;310;4 577 395;1 570 102;tf;deep cave;45 773 951 570 102;7;;;
8197;Vugrinova špilja;Croatia;29.3.2023.;2023-03-29;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;310;4 577 395;1 570 102;tf;deep cave;45 773 951 570 102;7;;;
8199;Vugrinova špilja;Croatia;2.11.2023.;2023-11-02;1m;1;Linyphiidae;Troglohyphantes;wiehlei;Troglohyphantes wiehlei;310;4 577 395;1 570 102;tf;deep cave;45 773 951 570 102;7;;;
8200;Vugrinova špilja;Croatia;2.11.2023.;2023-11-02;1juvm, 1juv;2;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;310;4 577 395;1 570 102;tf;deep cave;45 773 951 570 102;7;;;
8202;Vugrinova špilja;Croatia;2.11.2023.;2023-11-02;1f;1;Agelenidae;Histopona;torpida;Histopona torpida;310;4 577 395;1 570 102;Tx;deep cave;45 773 951 570 102;7;;;
8203;Vugrinova špilja;Croatia;2.9.2023.;2023-09-02;1f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;310;4 577 395;1 570 102;tf;deep cave;45 773 951 570 102;7;;;
8204;Vugrinova špilja;Croatia;2.9.2023.;2023-09-02;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;310;4 577 395;1 570 102;tf;deep cave;45 773 951 570 102;7;;;
8205;Vugrinova špilja;Croatia;2.9.2023.;2023-09-02;2juv;2;Agelenidae;Tegenaria;sp.;Tegenaria sp.;310;4 577 395;1 570 102;;;45 773 951 570 102;7;;;
8206;Vugrinova špilja;Croatia;9.11.2023.;2023-11-09;3f, 1m, 1juv;5;Linyphiidae;Troglohyphantes;wiehlei;Troglohyphantes wiehlei;310;4 577 395;1 570 102;tf;deep cave;45 773 951 570 102;7;;;
8207;Vugrinova špilja;Croatia;9.11.2023.;2023-11-09;1m;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;310;4 577 395;1 570 102;tf;deep cave;45 773 951 570 102;7;;;
8208;Vugrinova špilja;Croatia;9.11.2023.;2023-11-09;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;310;4 577 395;1 570 102;tf;deep cave;45 773 951 570 102;7;;;
8210;Trulo ?ubre;Croatia;9.5.2023.;2023-05-09;1m, 1f;2;Linyphiidae;Diplocephalus;sp.;Diplocephalus sp.;;44 915 677;1 558 308;;deep cave;449 156 771 558 308;1;;;
8211;Mali Kozjak;Croatia;16.9.2023.;2023-09-16;1juvm;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 902 904;15 633 364;Tf;deep cave;4 490 290 415 633 360;1;;;
8213;Taman;Croatia;22.9.2023.;2023-09-22;1juvm;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 936 688;15 588 358;Tf;deep cave;4 493 668 815 588 350;1;;;
8216;Goranka;Croatia;9.5.2023.;2023-05-09;1juv;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;44 911 862;15 588 763;Tb;deep cave;4 491 186 215 588 760;4;;;
8217;Goranka;Croatia;9.5.2023.;2023-05-09;1juv;1;Dysderidae;Dysdera;sp.;Dysdera sp.;;44 911 862;15 588 763;Tx;deep cave;4 491 186 215 588 760;4;;;
8218;Goranka;Croatia;9.5.2023.;2023-05-09;1f;1;Agelenidae;Tegenaria;silvestris;Tegenaria silvestris;;44 911 862;15 588 763;Tf;deep cave;4 491 186 215 588 760;4;;;
8219;Goranka;Croatia;9.5.2023.;2023-05-09;1juvf;1;Linyphiidae;Troglohyphantes;sp.;Troglohyphantes sp.;;44 911 862;15 588 763;;deep cave;4 491 186 215 588 760;4;;;
8221;Panj;Croatia;13.5.2023.;2023-05-13;1f;1;Tetragnathidae;Metellina;mengei;Metellina mengei;;44 873 226;15 637 189;Tx;deep cave;4 487 322 615 637 180;1;;;
8223;Visibaba srkilica;Croatia;22.9.2023.;2023-09-22;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 911 213;15 606 871;Tf;deep cave;4 491 121 315 606 870;7;;;
8227;Dvadeset i ?etvrti tjedan;Croatia;10.5.2023.;2023-05-10;1m;1;Tetragnathidae;Metellina;mengei;Metellina mengei;;44 863 095;15 654 334;Tx;deep cave;4 486 309 515 654 330;1;;;
8228;Bobi?a kr?evina, vani;Croatia;12.9.2023.;2023-09-12;1juv;1;Dysderidae;Dysdera;sp.;Dysdera sp.;;4 486 591;1 567 527;Tx;Shallow subterranean habitat;44 865 911 567 527;1;;;
8232;Šira nego dublja;Croatia;11.9.2023.;2023-09-11;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 885 074;15 671 899;Tf;deep cave;4 488 507 415 671 890;1;;;
8233;Jama iznad Hajdukovi? barice;Croatia;11.5.2023.;2023-05-11;1juvm;1;Linyphiidae;Troglohyphantes;sp.;Troglohyphantes sp.;;44 901 458;15 611 429;;deep cave;4 490 145 815 611 420;3;;;
8234;Jama iznad Hajdukovi? barice;Croatia;11.5.2023.;2023-05-11;1f, 1juv;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44 901 458;15 611 429;tf;deep cave;4 490 145 815 611 420;3;;;
8235;Jama iznad Hajdukovi? barice;Croatia;11.5.2023.;2023-05-11;2f;2;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44 901 458;15 611 429;tf;deep cave;4 490 145 815 611 420;3;;;
8236;Gumena jama;Croatia;8.5.2023.;2023-05-08;1juv;1;Dysderidae;Dysdera;sp.;Dysdera sp.;;4 489 155;15 612 734;Tx;deep cave;448 915 515 612 734;2;;;
8238;Gumena jama;Croatia;8.5.2023.;2023-05-08;1m, 1f;2;Agelenidae;Tegenaria;silvestris;Tegenaria silvestris;;4 489 155;15 612 734;Tf;deep cave;448 915 515 612 734;2;;;
8240;Mrtva kopriva;Croatia;11.9.2023.;2023-09-11;1f, 1juvm;2;Tetragnathidae;Metellina;merianae;Metellina merianae;;44 893 826;1 562 779;Tf;deep cave;448 938 261 562 779;5;;;
8242;Mrtva kopriva;Croatia;11.9.2023.;2023-09-11;1f;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;44 893 826;1 562 779;Tb;deep cave;448 938 261 562 779;5;;;
8245;Mrtva kopriva, okolo;Croatia;11.9.2023.;2023-09-11;2f;2;Familia x;Gen.;sp.;Gen. sp.;;44 893 826;1 562 779;;Shallow subterranean habitat;448 938 261 562 779;5;;;
8246;Mrtva kopriva (ispred);Croatia;11.9.2023.;2023-09-11;1m, 1juvm;2;Linyphiidae;Centromerus;sellarius;Centromerus sellarius;;44 893 826;1 562 779;tf;shallow subterranean habitat;448 938 261 562 779;5;;;
8247;Mrtva kopriva (ispred);Croatia;11.9.2023.;2023-09-11;1m, 1juvm, 2juv;4;Linyphiidae;Centromerus;sellarius;Centromerus sellarius;;44 893 826;1 562 779;tf;shallow subterranean habitat;448 938 261 562 779;5;;;
8248;Mrtva kopriva, okolo;Croatia;11.9.2023.;2023-09-11;1juv;1;Dysderidae;Dysdera;sp.;Dysdera sp.;;44 893 826;1 562 779;Tx;Shallow subterranean habitat;448 938 261 562 779;5;;;
8249;Mrtva kopriva, okolo;Croatia;11.9.2023.;2023-09-11;3f;3;Familia x;Gen.;sp.;Gen. sp.;;44 893 826;1 562 779;;Shallow subterranean habitat;448 938 261 562 779;5;;;
8251;Mrtva kopriva (ispred);Croatia;11.9.2023.;2023-09-11;1m;1;Agelenidae;Histopona;luxurians;Histopona luxurians;;44 893 826;1 562 779;tf;shallow subterranean habitat;448 938 261 562 779;5;;;
8253;Petrius jama;Croatia;23.9.2023.;2023-09-23;1f;1;Agelenidae;Tegenaria;silvestris;Tegenaria silvestris;;44 900 364;15 611 927;Tf;deep cave;4 490 036 415 611 920;2;;;
8254;Petrius jama;Croatia;23.9.2023.;2023-09-23;1f, 5juv;6;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 900 364;15 611 927;tf;deep cave;4 490 036 415 611 920;2;;;
8256;Talajine tri banke;Croatia;15.9.2023.;2023-09-15;3f, 1juv;4;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44 870 928;15 646 386;tf;deep cave;4 487 092 815 646 380;1;;;
8257;Talajine tri banke;Croatia;15.9.2023.;2023-09-15;1f, 1juv;2;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44 870 928;15 646 386;tf;deep cave;4 487 092 815 646 380;1;;;
8258;Jama s puževima;Croatia;15.9.2023.;2023-09-15;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;44 878 064;15 648 748;Tb;deep cave;4 487 806 415 648 740;2;;;
8259;Jama s puževima;Croatia;15.9.2023.;2023-09-15;1f;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44 878 064;15 648 748;tf;deep cave;4 487 806 415 648 740;2;;;
8260;Smrzlinka;Croatia;12.5.2023.;2023-05-12;1f, 1juv;2;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 870 171;1 569 836;tf;deep cave;448 701 711 569 836;3;;;
8261;Smrzlinka;Croatia;12.5.2023.;2023-05-12;1f;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;44 870 171;1 569 836;;deep cave;448 701 711 569 836;3;;;
8262;Smrzlinka;Croatia;12.5.2023.;2023-05-12;1f, 2juv;3;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 870 171;1 569 836;tf;deep cave;448 701 711 569 836;3;;;
8264;Smrzlinka;Croatia;12.5.2023.;2023-05-12;1juv;1;Agelenidae;Histopona;sp.;Histopona sp.;;44 870 171;1 569 836;;deep cave;448 701 711 569 836;3;;;
8265;Izgubljeno-na?eno;Croatia;10.5.2023.;2023-05-10;1f;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 864 093;15 689 005;tf;deep cave;4 486 409 315 689 000;4;;;
8266;Izgubljeno-na?eno;Croatia;10.5.2023.;2023-05-10;2m;2;Dysderidae;Parastalita;stygia;Parastalita stygia;;44 864 093;15 689 005;Tb;deep cave;4 486 409 315 689 000;4;;;
8267;Izgubljeno-na?eno;Croatia;10.5.2023.;2023-05-10;1f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44 864 093;15 689 005;tf;deep cave;4 486 409 315 689 000;4;;;
8268;Izgubljeno-na?eno;Croatia;10.5.2023.;2023-05-10;1m;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44 864 093;15 689 005;tf;deep cave;4 486 409 315 689 000;4;;;
8269;Izgubljeno-na?eno;Croatia;10.5.2023.;2023-05-10;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 864 093;15 689 005;Tf;deep cave;4 486 409 315 689 000;4;;;
8271;Izgubljeno-na?eno;Croatia;10.5.2023.;2023-05-10;1f;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 864 093;15 689 005;tf;deep cave;4 486 409 315 689 000;4;;;
8272;Košuljica;Croatia;15.9.2023.;2023-09-15;1f, 2juv;3;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44 901 017;15 623 123;tf;deep cave;4 490 101 715 623 120;4;;;
8274;Košuljica (ispred);Croatia;15.9.2023.;2023-09-15;1f;1;Cybaeidae;Mastigusa;macrophthalma;Mastigusa macrophthalma;;44 901 017;15 623 123;Tx;shallow subterranean habitat;4 490 101 715 623 120;4;;;
8275;Košuljica, okolo;Croatia;15.9.2023.;2023-09-15;1f, 1juv;2;Agelenidae;Inermocoelotes;sp.;Inermocoelotes sp.;;44 901 017;15 623 123;Tx;Shallow subterranean habitat;4 490 101 715 623 120;4;;;
8277;Košuljica (ispred);Croatia;15.9.2023.;2023-09-15;1f;1;Dysderidae;Dysderocrates;storkani;Dysderocrates storkani;;44 901 017;15 623 123;Tf;shallow subterranean habitat;4 490 101 715 623 120;4;;;
8278;Košuljica, okolo;Croatia;15.9.2023.;2023-09-15;1f, 1juv;2;Agelenidae;Inermocoelotes;sp.;Inermocoelotes sp.;;44 901 017;15 623 123;Tx;Shallow subterranean habitat;4 490 101 715 623 120;4;;;
8279;Kožni remen;Croatia;13.9.2023.;2023-09-13;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;44 885 457;15 644 462;Tb;deep cave;4 488 545 715 644 460;6;;;
8281;Kožni remen;Croatia;13.9.2023.;2023-09-13;2m, 3f, 1juvm;6;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44 885 457;15 644 462;tf;deep cave;4 488 545 715 644 460;6;;;
8283;Kožni remen;Croatia;13.9.2023.;2023-09-13;1f;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 885 457;15 644 462;tf;deep cave;4 488 545 715 644 460;6;;;
8284;Kožni remen;Croatia;13.9.2023.;2023-09-13;1f;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44 885 457;15 644 462;tf;deep cave;4 488 545 715 644 460;6;;;
8285;Kožni remen;Croatia;13.9.2023.;2023-09-13;1m, 3f, 2juvm, 5juv;11;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44 885 457;15 644 462;tf;deep cave;4 488 545 715 644 460;6;;;
8286;Kožni remen, okolo;Croatia;13.9.2023.;2023-09-13;1f;1;Agelenidae;Inermocoelotes;sp.;Inermocoelotes sp.;;44 885 457;15 644 462;Tx;Shallow subterranean habitat;4 488 545 715 644 460;6;;;
8287;Kožni remen (ispred);Croatia;13.9.2023.;2023-09-13;1f;1;Cybaeidae;Mastigusa;macrophthalma;Mastigusa macrophthalma;;44 885 457;15 644 462;Tx;shallow subterranean habitat;4 488 545 715 644 460;6;;;
8288;Kožni remen, okolo;Croatia;13.9.2023.;2023-09-13;1juv;1;Dysderidae;Dysdera;sp.;Dysdera sp.;;44 885 457;15 644 462;Tx;Shallow subterranean habitat;4 488 545 715 644 460;6;;;
8291;Špilja u Paležima;Croatia;8.5.2023.;2023-05-08;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 903 881;15 614 038;Tf;deep cave;4 490 388 115 614 030;4;;;
8292;Špilja u Paležima;Croatia;8.5.2023.;2023-05-08;1f;1;Agelenidae;Tegenaria;silvestris;Tegenaria silvestris;;44 903 881;15 614 038;Tf;deep cave;4 490 388 115 614 030;4;;;
8295;Špilja u Paležima;Croatia;8.5.2023.;2023-05-08;1f;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44 903 881;15 614 038;tf;deep cave;4 490 388 115 614 030;4;;;
8296;Špilja u Paležima;Croatia;8.5.2023.;2023-05-08;1f, 1juv;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44 903 881;15 614 038;tf;deep cave;4 490 388 115 614 030;4;;;
8297;Brlog;Croatia;16.9.2023.;2023-09-16;1juvm;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 953 879;15 537 036;Tf;deep cave;4 495 387 915 537 030;8;;;
8298;Brlog (ispred);Croatia;16.9.2023.;2023-09-16;1juv;1;Dysderidae;Dysdera;sp.;Dysdera sp.;;44 953 879;15 537 036;Tx;Shallow subterranean habitat;4 495 387 915 537 030;8;;;
8299;Brlog (ispred);Croatia;16.9.2023.;2023-09-16;1m;1;Agelenidae;Histopona;luxurians;Histopona luxurians;;44 953 879;15 537 036;tf;shallow subterranean habitat;4 495 387 915 537 030;8;;;
8300;Sretna zvijezda;Croatia;16.9.2023.;2023-09-16;1f;1;Dysderidae;Dysdera;sp.;Dysdera sp.;;44 904 637;15 631 616;Tx;deep cave;4 490 463 715 631 610;4;;;
8301;Sretna zvijezda;Croatia;16.9.2023.;2023-09-16;1juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;;44 904 637;15 631 616;;deep cave;4 490 463 715 631 610;4;;;
8302;Sretna zvijezda;Croatia;16.9.2023.;2023-09-16;1f, 1m, 1juvm, 2juv;5;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44 904 637;15 631 616;tf;deep cave;4 490 463 715 631 610;4;;;
8303;Sretna zvijezda;Croatia;16.9.2023.;2023-09-16;1f, 1juv;2;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 904 637;15 631 616;tf;deep cave;4 490 463 715 631 610;4;;;
8304;Sretna zvijezda;Croatia;16.9.2023.;2023-09-16;1f, 1juv;2;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;44 904 637;15 631 616;Tf;deep cave;4 490 463 715 631 610;4;;;
8305;Sretna zvijezda;Croatia;16.9.2023.;2023-09-16;1f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44 904 637;15 631 616;tf;deep cave;4 490 463 715 631 610;4;;;
8306;Lipojka;Croatia;12.9.2023.;2023-09-12;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;44 874 137;15 666 487;Tb;deep cave;4 487 413 715 666 480;2;;;
8307;Lipojka;Croatia;12.9.2023.;2023-09-12;1juv;1;Dysderidae;Stalita;pretneri;Stalita pretneri;;44 874 137;15 666 487;TB;deep cave;4 487 413 715 666 480;2;;;
8308;Tur?i? jama;Croatia;12.9.2023.;2023-09-12;2f, 1m, 1juv;4;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44 899 827;1 562 751;tf;deep cave;448 998 271 562 751;1;;;
8309;Tur?i? jama;Croatia;12.9.2023.;2023-09-12;1f, 1juv;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44 899 827;1 562 751;tf;deep cave;448 998 271 562 751;1;;;
8310;Tur?i? jama;Croatia;12.9.2023.;2023-09-12;2f;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44 899 827;1 562 751;tf;deep cave;448 998 271 562 751;1;;;
8311;Prva nespojena;Croatia;16.9.2023.;2023-09-16;1juv;1;Dysderidae;Stalita;pretneri;Stalita pretneri;;44 876 894;1 563 783;TB;deep cave;448 768 941 563 783;6;;;
8312;Prva nespojena;Croatia;16.9.2023.;2023-09-16;2f, 1m, 1juv;4;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44 876 894;1 563 783;tf;deep cave;448 768 941 563 783;6;;;
8313;Prva nespojena;Croatia;16.9.2023.;2023-09-16;1f;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;44 876 894;1 563 783;Tb;deep cave;448 768 941 563 783;6;;;
8314;Prva nespojena;Croatia;16.9.2023.;2023-09-16;1juv;1;Dysderidae;Stalita;pretneri;Stalita pretneri;;44 876 894;1 563 783;TB;deep cave;448 768 941 563 783;6;;;
8316;Prva nespojena;Croatia;16.9.2023.;2023-09-16;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;44 876 894;1 563 783;Tf;deep cave;448 768 941 563 783;6;;;
8317;Prva nespojena;Croatia;16.9.2023.;2023-09-16;1f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44 876 894;1 563 783;tf;deep cave;448 768 941 563 783;6;;;
8319;Prva nespojena;Croatia;16.9.2023.;2023-09-16;1juv;1;Tetragnathidae;Meta;sp.;Meta sp.;;44 876 894;1 563 783;;deep cave;448 768 941 563 783;6;;;
8320;Karbonara;Croatia;13.5.2023.;2023-05-13;1f;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 842 271;15 670 438;tf;deep cave;4 484 227 115 670 430;8;;;
8322;Karbonara;Croatia;16.9.2023.;2023-09-16;1f;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44 842 271;15 670 438;tf;deep cave;4 484 227 115 670 430;8;;;
8323;Karbonara (ispred);Croatia;13.9.2023.;2023-09-13;1m;1;Dysderidae;Dysderocrates;storkani;Dysderocrates storkani;;44 842 271;15 670 438;Tf;shallow subterranean habitat;4 484 227 115 670 430;8;;;
8324;Karbonara (ispred);Croatia;13.9.2023.;2023-09-13;1f;1;Dysderidae;Dysdera;adriatica;Dysdera adriatica;;44 842 271;15 670 438;Tx;shallow subterranean habitat;4 484 227 115 670 430;8;;;
8326;Karbonara (ispred);Croatia;13.9.2023.;2023-09-13;2f;2;Cybaeidae;Mastigusa;macrophthalma;Mastigusa macrophthalma;;44 842 271;15 670 438;Tx;shallow subterranean habitat;4 484 227 115 670 430;8;;;
8327;Karbonara (ispred);Croatia;13.9.2023.;2023-09-13;1m, 1juv?;2;Dysderidae;Harpactea;lepida;Harpactea lepida;;44 842 271;15 670 438;tx;shallow subterranean habitat;4 484 227 115 670 430;8;;;
8328;Karbonara (ispred);Croatia;13.9.2023.;2023-09-13;1m;1;Agelenidae;Inermocoelotes;sp.;Inermocoelotes sp.;;44 842 271;15 670 438;Tx;Shallow subterranean habitat;4 484 227 115 670 430;8;;;
8329;Karbonara (ispred);Croatia;13.9.2023.;2023-09-13;1juv;1;Dysderidae;Dysdera;sp.;Dysdera sp.;;44 842 271;15 670 438;Tx;Shallow subterranean habitat;4 484 227 115 670 430;8;;;
8330;Sljepica jama;Croatia;9.5.2023.;2023-05-09;1f;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44 912 658;15 582 482;tf;deep cave;4 491 265 815 582 480;3;;;
8331;Sljepica jama;Croatia;9.5.2023.;2023-05-09;1juv;1;Tetragnathidae;Meta;sp.;Meta sp.;;44 912 658;15 582 482;;deep cave;4 491 265 815 582 480;3;;;
